,comentario,rango_humano
131,ok pero díganselo a mi jefecito porque me obliga a venir a la oficina,2.0
132,,3.0
133,que ese diga hagan una manifestación dice,1.0
134,,3.0
135,,3.0
136,yo aún me preguntó que tiene de importante el mundial de fútbol que da o en qué beneficia esa madre,2.0
137,,3.0
138,los carteles se van a dar vida con los turistas a quien se le ocurrió darle el mundial a méxico,4.0
139,y regresando ya no están completo,2.0
140,que acaso la fifa no lo cancelo y va hacer ahora en eu,3.0
141,,3.0
142,solo les recuerdo que una mujer perdió la vida solo por salir en busca de empleo un enfermo desvivio a varias personas desde una pirámide de teotihuacan y el metro de la ciudad está en su peor momento razones para manifestarnos durante el mundial si tenemos,1.0
144,como si fuera a venir medio mundo para la miseria de partidos que se jugarán en méxico,3.0
145,,2.0
146,cuántos secuestrados va haber,1.0
147,si we dame dinero pa quedarme todo ese tiempo en mi ksa y paga netflix pa entretenerme erra,3.0
148,eso me sono a reto,3.0
149,no creo que vayan con el desmadre que trae doña limones,2.0
150,,3.0
151,y con ese recurso recabado aumentara la seguridad para los mexicanos,1.0
152,porque siento como que abra millones de personas muy pronto en las calles,3.0
153,chale apenas q aprendí a comer con cubiertos y decir buenas tardes,3.0
154,si me paga mis 50 que ganó en el trabajo por ir 6 horas al día me quedo todo el año me da risa,3.0
155,,3.0
156,cómo ven si les podemos su mundial,5.0
157,,3.0
158,ya les diría que es mui inseguro,1.0
159,claudianoestassola,5.0
160,pero primero seguridad porque si no va a valer madre,2.0
161,que salgamos dice,2.0
162,no lo creo q cuánto sinismo,1.0
163,no loco voy a méxico menos con la falta de seguridad méxico necesita a lilly téllez,1.0
164,los que trabajamos en plazas autoservicios transportes públicos etc no hay que ir a trabajar para que no haya personal y haci estén cerrados y que que lo sugirió la clara brugada,3.0
165,que miedo atención turistas méxico no puede ni con su gente menos con turistas,1.0
166,se salen de contexto pero siempre tirando tierra sus propuestas,5.0
167,shiembaum diciéndole adiós a esos visitantes me da risa,2.0
168,soy mexicano no vengan a méxico la presidenta se está pasando de lanza la inseguridad está canija,1.0
169,chsm,1.0
170,que hagamos una manifestación dice,1.0
171,,3.0
173,,3.0
175,,3.0
176,que salgamos dice,3.0
177,q hagamos manifestación dice,1.0
178,creo que esos días le voy a pedir a mi jefa que no sea home office a ver a donde salgo,2.0
179,normal mente ando en mi cueva pero esos días estaré en la calle todo el prro día,2.0
180,no venga por esta presidenta vale pa pura verg por favor ni vayan,1.0
181,esta feliz porque van andar ocupados sus patrones del cartel ahora si llenaran las fozaz,3.0
183,en conclusión tendré más dinero y como es obvio no lo compartiré con el pueblo,3.0
184,oigan esa mmda es neta que lo dijo,3.0
185,con las ganas sequedaron ya esta confirmado no habrá mundial en méxico la culpa la tiene la presidenta por la inseguridad que se vive,1.0
186,y con tanto campo de exterminio señora,1.0
187,presidenta,5.0
188,no puedes con los mexicanos,1.0
189,urge la revocación de mandato,1.0
190,mujer tenía que ser,3.0
191,parece perfecta idea para desviar la atención,1.0
192,no iba a salir pero ahora como que me están dando unas ganas de ir al ángel de la independencia varios dias seguidos,3.0
193,,3.0
194,se van a dar cuenta k estamos de la ve rga y k su gobierno es de la mierda,1.0
195,me da risa cierren negocios para disfruten el mundial,3.0
196,cd juarez ya no existe el turismo como antes que ivan gringos de texas new mexico denver pero no le inporta cd juarez chihuahua,1.0
197,seria glorioso que la fifa anunciará que no habrá mundial por la inseguridad para ver qué dice la incompetente de claudia y sus solovinos del bienestar,2.0
198,claro vamos a salir más esos días porque así somos los mexicanos,3.0
199,fijate que no estaría mal yo trabajo de didi podré aaer home office desde mi casa,3.0
200,de eso si tiene información y hasta con detalle la señora pero qué tal de la inseguridad,2.0
201,sigan esperando,
202,el punto medio lo entendí pero fue muy mal planteado me da risa,
203,ya escucho jefe que no voy a poder salir,
204,uff monterrey tendrá turistas me da risa humor llorones,
205,no creo así como está la delincuencia y tú no quieres hacer nada más que abrazarnos,
206,que que quiere manifestaciones,
207,quien se le antocaja de plantón esos días traemos carnitas asadas,
208,mejora la seguridad primero,
209,,
210,que nos paguen y así no salimos ni a tocar la luz del poco jajaajjajaja,
211,y si mejor van y limpian los ríos arreglan las calles remodelan parques abandonados en vez de un mundial que solo traerá contaminación y gente ya somos muchos,
212,no que la gentrificacion,
213,con el peligro k los secuestren,
214,y cuántos van a regresar con vida a sus ciudades,
215,,
216,ya me ví en el oxxo bailando con las de brasil,
217,sale entonces me muero de hambre,
218,yo a méxico no voy ni aunque me paguen el viaje todo pagado,
219,y como tienes esos datos si aún no pasa y apoko va estar como los tuburios esperando clientes pa poder ganar todos me da risa si me entiendes no,
220,,
221,las soluciones del bienestar,
222,que nos manifestamos,
223,manifestación ya yeaaaaaa,
224,nunca salgo pero ahora saldré nadamás para jod3r jajajajajajaa,
225,que le pasa iba a aprovechar para salir más me da risa,
226,que gusto me va a dar que en pleno mundial le cierren avenidas que protesten que vean que el país se está cayendo,
227,como cuidara a esos visitantes,
228,,
229,jajsja lo q dijo erick gerardo es comp decir q no es agua es h2o me da risa es lo mismo pero mas fino,
230,tanto se la pasaban criticando a díaz ordaz de la masacre en tlatelolco y a si le valió y se efectuaron las olimpiadas del 68 ahora que otra vez hacen lo mismo sabiendo que estamos viviendo días de violencia,
231,donde esta el sticker de que se vaya a la,
232,si mataron al alcalde de méxico ella no dijo nada imaginarse a los turista pasa nada,
233,q salgamos dice,
234,que miedo ir a méxico,1.0
235,mejor más hospitales en vez de gastar en tonterías,
236,y pur culpa de la disque presidente ya no se va hacer,
237,abajo el mundial,
238,y tiktok inundando de turistas diciendo y aconsejando que no vayan a méxico por el tema de la inseguridad y por qué todo está carísimo,
239,ojalá y dios quiera que nada malo les pase a esos visitantes digo por como está la inseguridad no valla hacer que terminen o desaparecidos o secuestrados,
240,creo que quiere manifestaciones,
241,que no compren el var,
242,eso antes debieron de preveer,
243,hay que hacer una tendencia para que fifa se lleve el mundial d3 méxico,1.0
244,les damos vergüenza,
245,y va a ir a tulam,
246,uuy ya saben como nos encontramos los mexicanos con esta mal dita inseguridad mexico se desangra ahora la corrupcion nise diga,
247,gracias presidenta tienes todo nuestro apoyo,
248,ese nivel de inteligencia siempre eh pensado que tienen los políticos,
249,yo por molestar si no salgo saldría por decirme que hacer,
250,ahorita no estamos para esas cosas que se cancele,
251,keeeeeeeeee,
252,yo no quería trabajar esos días pero creo que hasta caminando me voy a ir,
253,méxico no lo quieres tu,
254,deme 40000 a la semana mientras dure el mundial y tenemos trato,
255,lo que dice es que ese día los niños no tengan clases y que la gente trabaje en home office para que puedan disfrutar del mundial,
256,que salgamos dice,
257,ya se le olvidó lo de cambiar los manzo,
258,mis amigos y familiares que viajan s méxico desde estados unidos regresan sin ninguna novedad sanos y sin razguños y con mucha mercancía mexicana,
259,lastima que en méxico es un país muy inseguro para los turistas,
260,,
261,pues uno de los atractivo turístico de mexico es la gente por que somos cotorros amables divertidos si no no van a tener la experiencia completa,
262,como cuando te llevan de comer al sótano para que no salgas y avergüences a la familia,
263,el peso de la copa,
264,déjame adivinar es otra frase sacada de contexto verdad,
265,solo entendí que quiere ptzs,
266,ps tiene un punto si todos salen imagínate el desastre que causaría la hora pico,
267,quién dijo eso que chsm,
268,no me agrada mucho salir pero nomas por eso me voy a ir a dar la vuelta,
269,,
270,no debe haber,
271,que miedo ir a méxico y eso que soy de méxico,
272,ora si yo voy a disfrutar de ellos,
273,que salgamos dice,
274,ana gomez,
275,ojalá que todos lleguen bien de regreso a su país xq aquí en méxico hay magia se desaparece la gente,
276,que no es por eso sí no para no tener un impacto ambiental peorr,
278,concuerdo con ella,
279,y cuantos regresarán salvos a su casas,
280,y mi me darán home office esos dias asi por mi bien,
281,cancelar clases cuando lo mejor es perder clase viendo el partido con amigos al menos yo no lo veía yo me ponía a platicar con mis amigas me da risa,
282,la barredora se está frotando las manos,
283,es como si te dijera no salgas de tu cuarto para que la visita se sienta agusto bro aquí vivimos,
284,hay paises donde suele ser al revez,
285,que salgamos a las calles a manifestarnos dice,
286,sólo me parece bien lo de las escuelas por temas de seguridad a los niños,
287,,
288,es encerio es mas importante el mundial,
289,qué manera de dejar de un lado todo lo que estamos pasando,
290,van a ir 5 5 millones y como están las cosas van a regresar 2 7 millones me da risa,
291,perdón cómo esta eso,
292,manifestaciones manifestaciones,
293,entendido que salgamos todos,
294,queeeeee,
295,ya no me parece que cancelaron por la inseguridad y solo será en usa y canadá,
296,okey a hacer marchas entendí perfectamente,
297,y la inseguridad,
298,no no y no,
300,o creo con tanto desorden que hay,
301,me gusta la idea pero solo si se pagan esos dias en los trabajos como dias de vacaciones,
302,a cerrar estadios aunque nos cueste que en méxico nunca haya mundiales,
303,,
304,que hagamos fiesta en las calles dice,
305,entonces no van a ir a trabajar todo estará cerrado,
306,yo entendí que durante ese tiempo salga todo el día,
307,para que los roben ya sea los policías o los mismos delicuentes,
308,pon el video o la nota un foto con un escrito como prueba,
309,dice que todos salgamos a manifestarnos,
310,se han dado cuenta que cómo quieres sabotear el pri y el pan los eventos y así todavía creen que alguien va a quererlos tener en la presidencia,
311,a cuántos de ellos los van a por la inseguridad de méxico,
312,los que vayan cuidence mucho por la casa inseguridad,
313,y para cuando lo de carlos manzo,
314,me han dado ganas de turistear mi ciudad con todos mis amigos y familia,
315,mujer,
316,cómo ella pensó que reaccionaríamos todos los mexicanos,
317,,
318,y tú regandola,
319,todo aquel que quiera venir nuestro bello méxico todos sean bienvenidos dejen de ver noticias amarillistas y tik tok en todos los países hay inseguridad,
320,que dice helen,
321,me da risa viva morena me da risa me da risa,
322,le preocupa mas el mundial la señora que el país esta mal,
323,nuestra oportunidad para manifestarnos,
324,cuánta lana tubo que soltar o acaso es otra cortina de humo para no aser la marcha el 14 o 15 de noviembre,
325,ps ahora salgo más y con pancartas en mano,
326,cuantos muertos pueden haber,
327,yo solo escuche que salgan,
328,,
329,dios quiera y los otros paise se unan y mo vayan muy muy peligroso mexico muchos cuidado,
330,no olvidemos a carlos manzo,
331,pobre de ellos ojalá no los maten,
332,bueno empiece por cancelar las citas en imss,
333,que salgan todos y muestren el hermoso tráfico de la vida diaria,
334,y de que sirve si los impuestos del mundial van a correr por cuenta del pueblo,
335,,
336,y ciudad de méxico sin aeropuerto con capacidad para el mundial,
337,,
338,que hagamos de las nuestras dice,
339,méxico,
340,me da risa suerte con las empresas que hacen producción,
341,jajajja me sentí como bebé paloma escondido por que le avergüenzo a mis padres jsjsjsjs,
342,,
343,nunca le digas a una persona que hacer porque siempre hará lo contrario y peor,
344,que muero ir a méxico,
345,sorry nosotros no iremos,
346,visitantes se escribe con m de mujer,
347,y el aero puerto de san miguel allende,
348,por 3 pinches partidos,
349,a bueno si ellos nos van un cheque de 100 000 pues no salgo para que no vallamos a trabajar y nos paguen las renta el agua la luz comida,
350,si no salgo de mi casa como crees que le voy hacer para probar el producto extranjero,
351,y la seguridad dónde quedó,
352,habló el experto,
353,,
354,y cuantos de esos volverán ah sus hogares,
355,es que no van a terminar los arreglos del transporte a tiempo y no vamos a caber en los rtp metro ni mexibús,
356,ya cancelaron el mundial para mexico ya esta confirmado los partidos seran en estados unidos y canada en mexico no ay seguridad,
357,que miedo ir a mexico es uno de los países mas peligrosos de latinoamerica,
358,ara eso si ahí dinero pero para proteger al pueblo ni madre dice,
359,suban la información bien si lo dijo por escrito suban las capturas si lo dijo en un en vivo suban la parte del en vivo si van a informar informen bien,
360,yo no iba a salir pero ahora me veo en la necesidad de salir esos días,
361,no hay que ser groseros me dice mi mamá que cuando haya visita tengo que salir a saludar,
362,si no te cancelan el mundial,
363,como tal no digo eso pero lo peor es que si lo da a entender,
364,,
365,cómo e dicho no porque sean de morena quiere decir que son buenos políticos eso hubiera pesando antes de el mundial como solucionar ese problema,
366,awuiwi quiero ver manifestantes es la más perfecta ocación,
367,así hubiera invertido en los hospitales,
368,jajajkaja neta no es rage bait,
369,revocación de mandato,
370,y que tal si mejor renuncia,
371,,
372,,
373,,
374,que una manifestación dice,
375,nmms me da risa,
376,todo por eso tlaloc hará lo suyo lluviaaaa,
377,,
378,,
379,fifa ojooo méxico está super insegurooo,
380,ablan de todo menos de carlos manzo,
381,no ma no que iban a suspender neta que vergüenza,
382,primero méxico y después el dinero ya no tenemos medicamentos y la delincuencia el dia de hoy no me deja trabajar no necesito un mundial necesito un mexico seguro para recibir ingresos hoy,1.0
383,tenía que ser,
384,la policía se frota las manos de imaginarse,
385,que quiere que agamos manifestaciones,
386,me da risa qué mmada me da risa,
387,la cancion de la carencia de panteón rococo fue lo único que se me vino a la cabeza al leer esto,
388,manifestación,
389,en jalisco van a suspender clases para que no haya tanta gente en la calle,
390,y crees claudia que deja mas dinero un mundial que todo inmigrante mandando dinero a mexico y visitando a nuestros pueblos ciudades y ranchos año con año claro si trabajaras en mejorar la seguridad del pais primeramente,
391,turistanovengasamexicoportuseguridad,
392,,
393,que salgamos dice,
394,oigan tienes razón hay que hacerlo así que los vendedores ambulantes los que venden los tacos los que venden en turismo todo lo que tenga que ver con trabajos sin importar que nos vamos a hacer esos ya sin trabajo así que los turistas pueden explorar pero lástima no se podrán llevar recuerdos porque nadie va a trabajar esos días ni los que venden para los turistas pero qué se les puede hacer hay que respetar porque es buena idea,
395,cuba,
396,,
397,,
398,ojalá cancelen la fifa a menos de que hagan algo con su narco gobierno,
399,300dlls al día y hablamos,
400,me da risa,
401,a webo las nuevas soluciones bienestar,
402,ya los conto,
403,mil veces aldita claudia,
404,,
405,y van a trasparentar todo el ingreso o lo repartirán en la nómina de morena,2.0
406,que dijo que salgamos todos para que nos vean los turistas jajajajaa,
407,si me dan para ir de vacaciones yo con gusto me largo los días para los que me alcancen,
408,no gracias,
409,si tan solo hubiera empezado el aeropuerto de peñas nieto otra casa sería,
410,que nos manifestamos dice,
411,como le van a hacer para darle servicios el aeropuerto apenas puede mover a los locales,
412,y quién va a poner el ambiente,
413,para todos los que dicen que la inseguridad pues de una vez les informo que ya todo está en carpetas de investigación asi que no se preocupen y para el mundial habrá un chingo de seguridad lo que jamás en años se ha visto ya lo verán para ese día méxico será diferente solo en lo que pasa el mundial ja,
414,cuantos turistas ya no regresarán a sus países así como está la inseguridad en méxico,
415,km mexicano no me gusta q compartamos mundial con eu y canadá me parece injusto siempre a sido d un solo país los mundiales q poca m,
417,esta mujer s ve enferma se ve que no ha dormido,
418,creo que no es la persona indicada para decir eso,
419,sino nos pueden cuidar a nosotros menos los turistas,
420,ni de loco voy a méxico,
421,mi mamá diciéndome que no salga de mi cuarto cuando hay visitas,
422,lo tomaré pero me ofende muchísimo y por que no dejarlo así después del mundial,
423,que valor de los turistas,
424,justanorangecat hake406 gámez u u muffintime,
425,y con un país lleno de inseguridad como le harán,1.0
426,me da risa para decir en mi trabajo que me dieron permiso de faltar,
427,de por sí ya es un caos la cdmx,
428,todo muy bonito pero ojalá no sean víctimas del crimen organizado no pueden brindarnos a nosotros seguridad menos a los turistas,
429,que salgamos dice,
430,cómo que me dan ganas de salir en pijama y despeinada todo el día,
431,,
432,que hagamos fiesta al lado del mundial dice,
433,más bien salgamos hay que disfrutar de los turistas,
434,yo no quería salir para evitar el tráfico ahora tendré que salir,
435,,
436,,
437,no salgan de sus casas para que no asusten a los turistas faltó decir,
438,ya quiero ver a esos futbolistas,
439,cómo que suspender clases en mi niñez el maestro nos puso a ver el partido en el salón de clase,
440,pobr3s turistas que no volverán asus países en un país peligroso que se le ocurrió hacer mundial a fifa,
441,que salgamos entendí,
442,yo tengo otra idea,
443,wuuaaaooo excelente,
444,wey me da risa hace meses estada asiendo burlas de eso con mi familia y ahora resulta que se hizo realidad,
445,p,
446,no soy alguien de salir mucho pero ya estuvo que esos días si o si voy a estar en la calle,
447,soy mexicano y ojalá cancelen el mundial en méxico,
448,la marina de estados unidos va a visitar a mexico,
449,detesto el futbol y no me gusta salir pero que les parece si esos días nos organizamos y salimos todos solo por molestar,
450,que quiere una manifestación,
451,,
452,mientras me paguen mi salario no hay pex me quedo en mi casa,
453,,
454,que quiere manifestaciones dice,
455,se me hace una falta de respeto,
456,,
457,cómo sabe que le pago sus viajes o que de dónde saca ese dato,
458,por qué se quejan es una sugerencia aceptable va a ser un maldito caos la ciudad,
459,hay que bendición trabajar desde tu casa bien cómodo,
460,pobres turistas van a venir con un chingo de miedo ya que morena está con la delincuencia,
461,está horrible viajar en méxico el tráfico está horrible y la inseguridad,
462,hay que sabotear el mundial,
463,demasiado peligroso yo jamás viajo a méxico aunque me encanta mucho el paiz pero muy peligroso,
464,si me dan el día en mi trabajo va,
465,cómo que me dan ganas de viajar a cdmx ese día,
466,mi humilde opinión,
467,clara brugada,
468,osea vamos a salir,
469,si me pagan esos días con gusto no salgo ni a tomar la luz del sol,
470,ahí que salir solo molestar quien está conmigo,
471,en verdad está sra está de jefa de gobierno,
472,acuerden va aver secuestros también con esta presidenta,
474,,
475,si me dan 500 000pesos y uno taquitos de pastor lo ago con gusto,
476,es broma verdad,
477,entonces los comerciantes guías turísticos restaurantes hoteles y demás no abran y disfrute su día en casita me gusta,
478,que miedo ir al mundial a méxico,
479,god bless mexico,
480,como si estan cerrados los aeropuertos,
481,ni mi casi nada me ocultó así,
482,es broma verdad,
483,pues usted no me manda,
484,cosas que nunca dijo,
485,a caray y quién nos va a mantener,
486,yo creo que ya no vendrá nadie,
487,soy de guadalajara y me da vergüenza de cómo está de sucia la ciudad sobretodo en zonas como la americana y zona centro quitaron los botes de basura según porque ya no les pagaron la concesión alguien sabe algo de esto,
488,cuantos vuelos va a recibir el aifa,
489,oilaaaaaa,
490,no es mala onda pero va haber un robadero y ahí la gárgola se va hacer la que no sabe como es su costumbre,
491,hay q salir todos,
492,será el mejor mundial y el pais muy hermoso,
493,a ver si no los desviven,
494,pero hay que salir a ligar,
495,todos saliendo a las calles,
496,que smosh en la plaza dice,
497,oscar ceh,
499,si y van a mirar el desmadre que tiene méxico y aver si no se los levantan,
500,que salgamos dice,
501,a si como está la seguridad no creo,
502,pero si solo habrá 13 paridos y varía de local de méxico dudo mucho con todo respeto que haya más de 1 millón de personas,
503,y la inseguridad,
504,habiendo cosas más importantes se pone a hablar de pendejadas fuera morena,
505,ni mi mamá se avergüenza tanto de mi,
506,soy de la cdmx pero la verdad que ni vengan esta mujer debería ver mejor la seguridad de mi país antes de todo si es una basura de seguridad,
507,,
508,iban a venir,
509,ya lo dijo fox cenas y te vas,
510,y a esos también los va a desaparecer,
511,,
512,que nos manifestamos va,
513,como que ya me dieron ganas de trabajar e ir a la oficina esos días y lo mejor está a la vuelta del estadio,
514,que salgamos diceee,
515,2 de octubre no se olvida,
516,y usted cree que la gente va a ir después de todo lo que está pasando en méxico,
517,dice que hagamos manifestaciones,
518,ni iba a salir porque que hueva y que oso el fútbol pero adivina qué mi ciela,
519,de miedo de los narcos yo no iría ni aconsejo que vaya nadie con ese narcogobierno y corruptos,
520,ya lo canceló fifa se va para canadá oh eeuu,
521,queeeeee carajos ay que salir más y aser ver al mexicano que somos viva méxico lindo,
522,televisa he hechara a perder con sus jugadores el evento ya se sabe,
523,la fifa ya cancelo por mucha inseguridad en méxico,
524,pues por ahí dicen q la fifa ya no quiere ir a méxico,
526,con el simple echo de ver esa calaca ninguna noticia es importante puro circo no me arrepiento de no aver votado por ella,
527,ya saben si vuelven a votar por una mujer,
528,no sería mejor reparar el metro para que todas las líneas y las unidades estén en funcionamiento,
529,yo tengo una mejor y si todos los locales se cierran,
530,,
531,mate eso nunca pasó,
532,chin tiene que hacer un fuerte gasto para el mundial ojalá que con eso se pueda recuperar la bolsa,
533,mejor invertir en las carreteras de los pueblos,
534,teotihuacán 20 de abril dando una buena imagen a los turistas,
535,me da risa que los trabajadores tampoco salgan para que los turistas disfruten,
536,lo más gracioso que dijo qué vara movilizar en transporte público o a los turistas,
537,claro meto a mi cuarto de servicio en lo que los invitados andan en mi casa,
538,ahora resulta que ni en mi propio país me quieren,
539,a cómo está la inseguridad no creo que lleguen,
540,no lo dijo exactamente con esas palabras pero es lo que dió a entender,
541,es familiar de la que dice que si no pueden comprar gasolina premium que compren la magna,
542,y no le da vergüenza tanta inseguridad,
543,,
544,si me pagan con gusto no salgo es más ni abro las ventanas oh pero que no me lo quiten de mis días de descanso oh y que me den mi despensa por qué no como aire,
545,con la inseguridad no creo,
546,,
547,hoy solo se habla de fudbol,
548,ya un político habla de eso esas noticias son para canales de noticias,
549,uuufffff que complicado si en méxico desgraciadamente la inseguridad es el tema más importante,
550,y luego a mty,
551,soluciones del bienestar,
552,uyyy los meros estados q goviernan los malillos cuidadooo cuidadooo,
553,deberiamos de evitar que el mundial lo hagan aqui como manifestacion a su asqueroso gobierno a la inseguridad a la corrupción a la falta de medicamentos si no puede cumplirle ni a los mexicanos en materia de seguridad que les espera a los extranjeros,
