,text
115,pues no creo que los que vengan a ver el mundial entren alos baños
116,Que horror
117,así como los elevadores del metro/metrobus inservibles que solo están arreglando por el mundial.
118,Buena iniciativa
119,hay para que ponen eso sí van a cobrar? cuál es el beneficio?
120,Neta ? Hay cosas más necesarias
121,sanitarios Del Bienestar
122,Que la gente los cuide
123,y las escuelas y hospitales para cuando?
124,nuevo spots para stickers
125,pero si ya existe reforma 222
126,"Wey, que bueno que van a notar baños, luego me ando cagando y no encuentro algo rápido"
127,en lugar de baños alumbrado baches
128,Puro cruising va haber
129,"Fui a mi centro de salud zona Amecameca y NO hay medicamentos desde hace un mes , pero qué tal esto ."
130,deberían tapar baches si quieren quedar bien
131,de verían gastar en los hospitales. y baños del mismo lugar
132,Y pensar que para estas cosas me voy a dar de alta en el sat que coraje !
133,la primera señora tiene toda la razón
134,un nuevo crusing
135,termina mal**
136,y los baches pa cuando?
137,es como cuando me pedían recoger mi cuarto y aventaba toda la ropa al ropero para que no se viera tan mal
138,Eso lo dejamos para otro mundial
139,"Ay que si, ya te escuchamos!"
140,"cómo me imagino que paso: x: señor hay filtraciones y goteras, no cree que es mejor arreglar eso? x: no, quiero que pongas mis candelabros que tenga esas vibes de la realeza"
141,"[Sticker] son fuentes hermosa, es parte del estilo Antiguo"
142,y la remodelación que se hizo cuando peña nieto era presidente nadie las crítico por qué
143,Y CUÁNTO COSTÓ LA SUAVICREMA ÓSEA EL MONUMENTO A LA CORRUPCIÓN Y PARA QUE SIRVE?
144,"Exactamente! las cosas realmente funcionales estan obsoletas, por fuera ""bonito"" y al interior una porquería."
145,que triste ! Nada acertada esa decisión de poner candelabros que no sirven para nada
146,muchos faroles y candelabros y las goteras que?
147,exacto todas las estaciones están en muy malas condiciones esto son solo parches sus candelabros.. puro desperdicio de dinero
148,Es lo q sucede cuando solo echan pintura para cubrir defectos es como querer tapar el sol con un dedo
149,iiii. tu casa a de estar impecable muy observadora
150,"Por todo se quejan, comprense su carro mejor, yo voy bien cómoda Jsjsjsj"
151,se está hundiendo el titanic
152,la línea uno trenes nuevos tren ligero nuevo trolebuses nuevos camiones nuevos el metro a un te cuesta 5 pesos y te quejas jijijiji
153,y gasto miles de millones
154,"El metro necesita mantenimiento, no lámparitas bonitas."
155,y los baches en el centro histórico pa cuándo ?
156,jajajaja si donde quiera hay goteras y eso que aún no llueve en serio
157,"y al metro lo están remodelando solo por el mundial, así deberían de hacer siempre no solo por el mundial"
158,la gente ni lo va saber usar
159,ZONA DE CRUJIN JSJS
160,porqué no arreglar los baches
161,Y si mejor tapan los baches y invierten en seguridad
162,"y si mejor se cancela el mundial... por el brote de el ébola, México no está preparado para algo así y la presidenta lo está minimizando"
163,para que nada más duren lo que va a durar el mundial y después se queden ahí abandonados
164,Ya hicieron el mega gasto. Cuiden las cosas!!!!!!!!!!
165,si no arreglan las calles los metros van a estar dando de limpieza los baños
166,Pues no lo uses con tus $5.00 vete en Uber
167,clara y si mejor arreglas los baches y pones mayor seguridad? es lobque necesitamos
168,"Pues yo una ves me cague, para mí está bien"
169,Nmms nada les embona
170,me parecen bien porque al final también nosotros los vamos a poder ocupar pero si está ahí el detalle de su mantenimiento
171,Tres días después todo pintado jajajaja donde anda esos crack
172,"Camara, contraten más especialistas en los hospitales"
173,"que pongan uno por mi casa , porque la gente va a mear y cagar afuera de mi puerta"
174,La neta está bien siempre hago en la calle pipi jaja
175,la gente nunca cuida nada asi que.....
176,si el metro no sirve imagínate los baños hay nooooo por dios
177,seguro gastaron más de 5 millones por sanitario
178,minihoteles para los visitantes!!
179,Y si mejor verifican la falta de agua en AO ?
180,"Hacen falta insumos médicos en los hospitales, y solo por la visita de turistas están haciendo ""mejoras"" en la ciudad."
182,[Sticker] Al chile que bueno
183,en chabacano ya se puede transbordar a consti?
184,"Trabajos al vapor, no hay planeación. Porque rayos no se anticipación??"
185,"Tranquila Reyna, esperamos..."
186,Es que a presión sale todo mejor
187,si wey como si los equipos fueran a jugar en el metro
188,En Qatar 2022 faltaba 1 semana para el mundial y todavía no había 2 estadios listos
189,¿Y?
190,si el metro de mty tampoco México todo a última hora
191,Obviamente no van acabar hijo
192,el AICM está igual no van a terminar
193,DEBIERON EMPEZAR DESDE EL AÑO PASADO PERO SIEMPRE PROCASTINAN
194,grítalo que es la verdad
195,"Que oso, pero dudo que la gente que pueda pagar un boleto para el mundial, se traslade en metro jaja"
196,Creo que en Portales van poner como tipo pista de baile
197,Primero
198,8 años
199,Al chile que bueno
200,no que ya esta
201,Enserio me estás diciendo que todas esas remodelaciones y gasto público es para 5 partidos que va a haber??? pensé que era para los usuarios diarios...
202,Alch que bueno
203,La desventaja que el gobierno liberó los recursos a finales de marzo 2026
204,"si el metro es un asco, ahora con los trabajos en pleno servicio, peor no compa, date una vuelta en ecaterror ahí en plaza Ecatepec anda del asco en ese tramo y llevan repavimentando un pedazo desde hace 3 semanas"
205,"Si lo terminan, pero quedarán muchos detalles"
206,"pues el gobierno nunca actúa a tiempo, no me sorprende que quisieran hacerlo 6 meses antes del mundial"
207,9 años
208,"si we pero hay cosas más importantes que pintar metros para el mundial, si no estuvieran arreglando también se quejarían JAJAJAJ"
209,no les preocupa
210,mmm
211,"lo que pasa es que AMLO no estaba seguro de que ganaría las elecciones del 2024, y obvio no iba a hacer algo que otros gobiernos iba a terminar cuando gano Claudia ahora si se pusieron a hacer las cosas... se le llama Mezquindad"
212,En auditorio apenas la van a terminar y quedó mejor que bellas artes
213,baños públicos que cobran jjn
214,y si mejor nos ponen más seguridad
215,lo malo es q la gente no cuida las cosas
216,y las calles para cuando las pavimentan y la seguridad para cuando
217,y esos baños si tendrán agua ?
218,"Como no, siempre se necesita los baños públicos!!!!"
219,"deberían repavimentar, buscar calles que están en condiciones deplorables, eso nada más es desvió de recursos"
220,si estuvo BN siempre me ando cagando en los baños
221,ese gasto es inesesario porque después de unos meses no le van a dar mantenimiento y aparte eso requiere de sanitización
222,Deberían mejor hacer más hospitales ya que están saturados
223,muy bien lo que dijo la señora
224,los van a instalar pero no los van a poner en servicio
225,pinche metro wey!
226,Qué bueno que todo eso se va a ver a nivel mundial
227,Jajajajajaja chula imagen para los 3 turistas que vendrán
228,No les arreglen nada la gente no sabe cuidar
229,alch q bueno que no quede
230,Y se va a venir todo abajo en la primer lluvia
231,que con la pintura morada queda
232,y habrá que ver cuántos miles de pesos costaron y a quien de sus compas favorecieron
233,y....como pa que fue eso? de los candelabros ?
234,"Nuevas paredes, mismaa goteras."
235,"El Auditorio ayer todo parecía La Esperanza pero sin luz, no mmn"
236,[Sticker] el código de vestimenta:
237,eso es tapar el sol con un dedo
238,[Sticker] o es una o es otra cosa para las dos no alcanza
239,y para todos aquellos que defiende no es que nos quejemos de todo simplemente es darse cuenta de la realidad y si no te gusta y te sientes feliz en tu carro deberías prestar tu carro para que los demás lo usen
240,"Todo tiene filtraciones y mejor, hubieran comprado más trenes y arreglado el cableado"
241,estan como cuando se les esta botando la pintura porque tienen humedad en las paredes y dicen que poniendoles sellador y una pintadita queda bien
242,cómo si con pintura y loseta nueva fueran a avanzar más rápido los trenes
243,Deberian llamarle estacion: FUENTES BROTANTES
244,Confirmo las goteras quedaron intactas
245,Dicen los gobernantes que para el próximo mundial sin falta
246,también colocaron cascadas artificiales instalaciones de primer nivel
247,eso es lo que deberían de arreglar las filtraciones de agua entre otras cosas
248,es parte del arte y el surrealismo que tiene está obra!!
249,Esas goteras son echas a igualmente para dar el estilo antiguo como si pasaras por un callejón en la lluvia
250,Hay prioridades... quedar bien en el mundial
251,Jajajajajaajajaa es neta que pusieron eso en el metro? No mms
252,"Es parte de las fuentes de Cibeles en el Metro Hidalgo, no se saquen de onda !!!"
253,Es para darle el estilo vintage
254,perdon falto un poco de pintura morada
255,Si los baños del metro siempre están cerrados
256,"pero que tal , los baños de los metrobuses ya los cobran , que tonteria"
257,Jajaja. Y las calles todas madreadas
258,a mi si me gustaría pero en puntos estratégicos donde no allá baños porque por ejemplo en el trole elevado haria falta y deberían de poner varias no sólo en donde será el mundial
259,Mejor que den más material y medicamentos a los hospitales
260,mejor deberían de ocupar ese presupuesto k gastaron en otras cosas k hacen falta para los k aqui vivimos
261,Perfectos para hacer cruising
262,a la gente nunca le das gusto
263,mejor inviertanle más al metro porque siento que cada vez está peor
264,Y si mejor empieza por los baches que hay en toda la ciudad y las calles tan en mal estado
265,pongan uno por mi casa ya que la pared de mi casa es miadero seguro cuando hay carnaval
266,[Sticker] Yo esperando el metro....
267,"no son goteras, es una fuente natural"
268,[Sticker] lo vi en
269,en eso gastan los impuestos ???
270,"hay que aceptar que no hay presupuesto para gotera y,pintura lo ilogico de esta administración"
271,"Pero en verdad que no hay visión, tiene que estarles explicando todo. Para llegar a la ambientación deseada hay que dejar esas filtraciones de agua para utilizar paraguas estilo colonial. Que por supuesto estarán a la venta en los alrededores de las entradas del metro. Les falta visión"
272,"Es que es como el titanic, ya se está hundiendo"
273,La 4T va
274,[Sticker] Ya no te voy a contestar
275,Las líneas del metro necesitan mantenimientoooooo!!!!!
276,"Justo puro arreglo estético pero vean todas las goteras que se hacen, cuanto de cuarteados están las escaleras"
277,"Que burla, como todo en este gobierno"
278,es que le falto pintura morada
279,es que no sabes son las cascadas que pondrán en próximo año
280,"Solo tenían que pulir el mármol y arreglar las fisuras que entraban en las lluvias y lo más importante, comprar nuevos trenes, eso era todo"
281,Es que esa es la fuente bro que no estás viendo
282,y nomas deja que llueva y se veran mas chidas las fuentes...
283,Es propio del estilo renacentista
284,Y dejenlos.
285,Te odio cheinbaun
286,"No era necesario hacer tanto desmadre, para 5 partidos moleros que va ver, en el 86 en Neza hubo 3 partidos del mundial y las calles aledaña al Estadio no tenía ni pavimento, solo la principal."
287,"inviertan o no siguen jodiendo, todo les molesta que horror"
288,"¿Cómo no? Un parchecito por aquí, otro parchecito por allá y nadie ve los daños (sarcasmo)."
289,no lo hicieron antes porque sabiendo como somos los mexicanos no iba a durar ni el año
290,"Sinlo hubieran hecho desde el principio para hoy no se vería ""bonito"" qué es lo que quieren aparentar... No es para nosotros, es para quedar bien con las visitas... Y vivo en esta zona"
291,¿A que partido te vendiste ?¿cuánto te pagaron ?
292,un mega desmadre
293,parece zona de guerra
294,ahorita México es como nosotros de chiquitos toda la media hora
295,ningún chile les embona
296,con pintura morada y unos ajolititos quedan
297,"Para que todo cambie se tiene que empezar desde nosotros desde el pueblo pero lastimosamente tanto el gobierno como las personas son un problema claro no todas pero la delincuencia la mala gente todo eso no lo podemos evitar de un día para otro, triste lo de este país tan hermoso pero a la vez tan malo"
298,arruinaron la línea azul
299,[Sticker] Cómo siempre obras de 4ta
300,"Y la línea A cuando? ah no, que a Iztapalacra no vienen turistas"
301,"Ustedes enserio creen que si lo hubieran arreglado antes, aun estaría en buenas condiciones? Que no lo van a pintar? Pegarle cosas? Y de más? La gente no sabe cuidar y respetar lo poquito o mucho que hacen, ya hay puentes que grafitiaron y estaban recién pintados, las paredes de los edificios, los mismos anuncios y hasta las luminarias"
302,"15 días y ya hicieron su mmda,, te apuesto que ni lo van a terminar y lo van a dejar a medias"
303,La del Zócalo está de la vrga ni abierta estaba
304,apoco si creían que morena iba a hacer obras de calidad ??? ya maduren
305,a mi me dio mucha risa ver los candelabros de hidalgo xd
306,Cuando estaba lloviendo yo una vez me iba a caer a las vías por que me resbalé por evitar esas tablas
307,El gobierno es un chiste
308,"La cosa es que van a ""entregar"" y así lo van a dejar para el ""siguiente""."
309,siento que no lo van a terminar y van a usar el pretexto de que en realidad las reparaciones no eran para el mundial sino para el pueblo bueno
310,Pov comienzan a cerrar estaciones estoy segura que seguramente entre semana empezarán a cerrar como lo hacen en fin de semana que que desmadre se hace
311,"Lo peor del caso es que, lo van a terminar meses después, y no le van a volver a meter mano hasta que suceda una tragedia tipo L 12"
312,toodo el desmadr3 por solo 5 partidos de fut
313,"Yo creo que usarán el poder mexa, dejar todo para el día de entrega de la tarea y sacar 6"
314,cuanto van a cobrar por usarlos??
315,CDMX es bien random
316,Y luego en la esquina de la CIUDADELA ya vi el crujin JAJAJAJAJAJAJA
317,no va durar ni 1 año porque lo van a ensuciar mucho por fuera y lo van a pintar y dudo que lo atiendan y le cambien el agua siempre
318,no hay medicina en los hospitales pero esto es importante
319,mejor que inviten los boletos para la final de Cruz azul vs pumas
320,No hay cámaras
321,mejor que pongan más cámaras de seguridad
322,Nada nos parece
323,y quién los vendió ????? ANDY?????
324,y si arreglan los vagones del metro?
325,que pongan de esos en ecatepec
326,"que den más instrumentos, aparatos, y medicamentos para hospitales"
327,Pero seguimos con baches
328,"Ya me imagino esos baños , cerrados como los baños del metro bus. teniendo que buscar a algún policía para que te pueda abrir."
329,Para si hay presupuesto pero para tratamiento oncologico ¿no? Wow
330,uyyy y cuanto le costará a los de la CDMX esos baños? serán permanentes o solo por lo del mundial
331,quién los. habrá licitado? cuánto. van a costar?
332,No roban la energía ya está la instalación de CFE solo faltan los medidores eso pasa hasta en las casas no lo instalan de inmediato
333,Y si mejor le dan el presupuesto a las escuelas y hospitales?
334,"Esas goteras tienen tanto tiempo, qué ya daño el cemento del piso, se nota en la huella."
335,uno que otro usuario del metro
336,Maquillaje barato del bienestarttt
337,despierta México
338,falto pintura morada
339,Te se está empezando a meter el agua al titanic
340,"creen que colocando una lámpara tipo farol, en una pared ya es una remodelación jajajajaja"
341,desde que pasas los torniquetes
342,"pintura morada,ajokotes y listo."
343,que compren medicinas x qué luego no hay en el seguro ni para la presión
344,Estudie en Inglaterra y déjame decirte que esa filtración no es nada comparado con las inundaciones de por allá
345,Que ponga letrinas o existen los baños públicos. Que les cobren 10 dólares
346,ni hay agua
347,jajajajaja no mms
348,los nuevos hoteles económicos
349,Esta quedando con madre la escenografía
350,Buena idea pero estoy segura que estarán pésimos porque no tendrán mantenimiento.
351,con la tarjeta de movilidad integrada
352,y si en los centros de salud nos dan sillas dignas para trabajar y material
353,Pero qué tal acá por el Estado de México en cada lluvia parece río.
354,[Sticker] hayyy no
355,lo que van a durar
356,no nada más por el mundial todos esos sanitarios los deberían de poner en cada transborde de las líneas del metro de la CDMX
357,Nuevas casas para las personas en situación de calle.
364,Jajajajajajq no mmen
366,"Súper bien, por que se ocupan !! Luego te andan multando por orinar pero tampoco no hay baños cercanos !!"
367,no maaaa...
368,Y los baches ?????
369,y el estado vlv..no mms
370,Para que después lo sirvan para nada
371,"y las coladeras trampa, para cuando"
372,La primera señora tiene toda la razón
373,Nada les parece
374,No gracias
375,Ay sí y en unos meses va costar jaja
376,y pregunta cuánto costara?
377,pues que bueno porque mi trabajo es en campo y luego no encuentro baños
378,La palabra pandemia te dice algo?
379,Jajaja y cobraron como si fuera una restauración completa
380,cómo experta en la materia que sugiere usted ingeniera del tiktok
381,si es buena opción con el débido mantenimiento desde hace años lo hubieran instalado
382,Y no sería mejor que den mantenimiento o modernicen los semáforos de la ciudad?
383,es para que haga contraste con la arquitectura.
384,"remodelacion a medias, igual que en las calles de la CDMX."
385,las bromas del gobierno!!!!
386,mejor no hagan nada
387,así es la vida... le arreglas una cosa y se descompone otra
388,Eso le da un toque Vintage
389,exacto las goteras l humedad las escaleras eléctricas que no sirven para eso hubieran usado el presupuesto no que puras cosas inservibles
390,Composturas del bienestar
391,Se abrirá de inmediato una carpeta de investigación.
392,es solo para guardar las apariencias
393,[Sticker] DE HECHO PENSE QUE ERA EL UNICO QUE SE DIO CUENTA DEL TEMA xD
394,Se pasaron yo me imaginaba más moderno el metro que iba a quedar pero no así.
395,Normal diran que entre en calendabro y la pinta dirán que costo 9.5 millones de dólares para justificar no te espantes
396,es impresionismo /arte abstracto. Lo pintó un artista famoso y costo millones.
397,[Sticker] No lo entiendes es el toque de humildad que todo burgués necesita
398,Jajajaja es para sentir q estas en Venecia entre lujos y agua
399,"Siguen las simulaciones, hicieron como que remodelaron, y a la primera de las lluvias, ven lo obvio, lo mal hecho"
400,Es parte bro es una mezcla de arte antiguo con arte moderno aestetic
401,maquillaje del bienestar
402,[Sticker] Gobierno de la Ciudad de México
403,"Les digo que hay goteras , en pino Suárez llueve más dentro que fuera del metro"
404,y se sigue parando el metro a veces :'v
405,justo... Vi en un video como pintaban de morado un edificio en ruinas que ya se estaba cayendo.
407,"pudieron arreglar la ciudad pero no los hospitales, ojalá que con toda la derrama económica que se tendrá lo del mundial mejoren los servicios públicos de primera necesidad"
408,cómo si valiera la pena
409,mejor arreglen las cosas
410,exacto por apariencia
411,3 mil millones de pesos costaron seguramente!! Y se embolsaron más de la mitad!!! Y van a costar más de 30 pesos el acceso!
412,Pongan botes de basura que no ha en ningún lado mejor!
413,que va a pasar después???? quien les va a dar mantenimiento??
414,para cuantos les gustan
415,shhhaaale
416,Uffas nuevos lienzos
417,está bien luego no hay donde entrar al baño
418,Hay esos baños desde hace años en Paris por ejemplo.
419,para Tapar Los Baches
420,mmm a ver cuánto duran la verdad
421,increíble
422,Casitas premium
423,pues ya lo hubiera dejado en 5pesos
424,gobierno
425,a mi si me sirve si me ando cagando es entrandole jejeje
426,Por ejemplo seguridad
427,Csm
428,Si ubican que solo habrá 5 partidos en CDMX? 5 de 104. Mucha inversión para la expectativa de turistas...
429,y los hospitales hasta sin reactivos para hacer un laboratorio de gabinete básico.
430,Ahí uno en revolución
431,Estuvo súper bien!!! Me agrada la idea
432,"en otros países hay baños públicos de alta tecnología, nosotros los necesitamos?, no, estamos preparados para tenerlos?, no... México siempre corriendo antes de caminar"
433,"Ay mi México, todo a última hora y solo por encimita"
434,nada les embona
435,"Es que necesitaba mantenimiento, no remodelación"
436,Cuantos miles de millones van a costar
437,se quejan pero no cuidan las cosas.
438,"Nada les embona, no doblada ni enrollada."
439,las nuevas cabinas de los
440,ya después los quitan hahaha
441,Se van a meter a dormir ahí los que viven en la calle por ahí
442,Porque no empiezan a comprar medicamentos para la nueva pandemia que se va venir gracias a este mundial
443,cuánto iremos a pagar por sus caprichos todo está subiendo de precio
444,mejor la ajolotera esa que vea los baches caray
445,"Hay ora ,en un año ya no estarán"
446,La gente nada les gusta y todo critican
447,que arreglen las calles
448,"Ojalá las personas que viven en las calles, no se adueñen de los baños y las conviertan en su hogar."
449,"y tapar los baches, no les gusta("
450,pasara lo que con los bebederos en los metros solo el gasto y ya
451,haré mis cruces de caca
452,Y EL ÉBOLA AMA??? CENTROS DE CONTAGIO SEGURO....
453,me imagino que habrá mucha gente de limpieza para todo lo que piensan poner
454,y afuera van a cobrar
455,A nosotros los viejos ya no nos gusta nada
456,dónde donde para ir a ensuciarlo y no bajarle al baño
457,los van a abandonar
458,Awebo otro lugar para embarrar todo gracias México
459,como el mismo gobierno se roba la luz ?
460,"También pinche gente, quiere que le hagamos todo, el pueblo también es el reflejo del gobierno."
461,El problema no es el gobierno el problema es la gente.
462,pero deberían dejarlos para siempre y poner más en sonas específicas de barrió también
463,no saben en qué pedote se metieron
464,Bye bye moteles
465,servirán para el crujin?
466,Ya vi a los habitantes de calle durmiendo ahi
467,Solo si te fijas michojajajajaja
468,lo que tú no entiendes es que son las famosísimas grutas del antiguo D.F
469,"pero se ve bonito, recuerda que es el gobierno de la maqueta bonita"
470,jajajaja me encanta pura pantalla mundialista
471,que caray ....no duró ni para el mundial
472,la apuesta es que no llueva en el mundial
473,oooh!! todo quieren jajaja
474,"línea 1 tiene puros plafones oxidados, por humedad. Rubalcaba también nosotros maltratamos las estaciones con humedad?"
475,según yo antes de la remodelación no había goteras
476,"Ya se abrió una carpeta de investigación de que pasó ahí, se necesitan pruebas :v"
477,"el metro y la cuidad necesitan mantenimiento preventivo y correctivo, no solo pintura el país necesita educación y todos necesitamos más cultura tamos bien mal todos y todo"
478,"lo primero era arreglar los problemas que tenia, tuvieron 4 años para hacerlo"
479,[Sticker] ese tono va acordé con mi stiker.
