comentario,puntuacion_estimada,puntuacion_real,confianza,categoria
me da risa es para poder llenar las estaciones de agua me da risa,3,2.0,0.2934395372867584,infraestructura
ni los baños públicos tendrán activación económica me da risa este mundial es solo para unos cuantos,1,2.0,0.5183045864105225,infraestructura
me da risa,3,3.0,0.23887068033218384,infraestructura
pero dicen no lo hubieran cuidado antes y cuando han visto todo grafiteado y lleno de basura el metro los daños que tiene el metro en general son debido al uso de millones de personas y de años sin mantenimiento alguno,1,4.0,0.40034353733062744,infraestructura
las nuevas cabinas de los,5,3.0,0.4450054466724396,infraestructura
me da risa dios quiera que llueva en los partidos del mundial para que mundo se dé cuenta de lo que vivimos diario entre tráfico inundaciones y goteras,1,2.0,0.32670244574546814,infraestructura
el gobierno es un chiste,1,1.0,0.3951980471611023,infraestructura
2 semanas faltan,1,3.0,0.444965124130249,infraestructura
lo peor del caso es que lo van a terminar meses después y no le van a volver a meter mano hasta que suceda una tragedia tipo l 12,1,2.0,0.6407288312911987,infraestructura
quieren tapar la realidad como el sol con un dedo,5,2.0,0.3770236372947693,infraestructura
está bien porque sale más caro la multa por orinar en publico,3,4.0,0.6100754141807556,infraestructura
se pasan que es para que el mundo no vea como se cae el país a pedazos ya todo mundo sabe,1,2.0,0.2711678445339203,infraestructura
la gente nunca cuida nada asi que,1,2.0,0.8024131655693054,infraestructura
yo creo que usarán el poder mexa dejar todo para el día de entrega de la tarea y sacar 6,1,3.0,0.32104161381721497,infraestructura
todo tiene filtraciones y mejor hubieran comprado más trenes y arreglado el cableado,1,3.0,0.2763122320175171,infraestructura
deberían repavimentar buscar calles que están en condiciones deplorables eso nada más es desvió de recursos,1,2.0,0.5294869542121887,infraestructura
y cuando pasen los 15 minutos se queda encerrado,1,3.0,0.6038123369216919,infraestructura
en lugar de gastar en tonterías deberían dar mantenimiento real al metro,3,2.0,0.2711062729358673,infraestructura
exactamente esas goteras son de miedo hace unas semanas pasé por la estación pino suárez y justo en el tramo de la correspondencia se vino una parte del techo acompañada de agua y cascajo en allende se vinieron unas vigas y a gente que iba bajando otras subiendo les cayeron encima las vigas lo de menos es lo espantoso que están dejando las estaciones si no el peligro al que a todos nos está exponiendo el gobierno obvio un ingeniero lo puede explicar mejor pero lo que han hecho es tanto como quitarle el alma a un zapato qué dios nos cuide a todos,1,1.0,0.6191133260726929,infraestructura
uyyy y cuanto le costará a los de la cdmx esos baños serán permanentes o solo por lo del mundial,1,2.0,0.29241710901260376,infraestructura
ya le quitaste el encanto,5,2.0,0.6329253911972046,infraestructura
para que todo cambie se tiene que empezar desde nosotros desde el pueblo pero lastimosamente tanto el gobierno como las personas son un problema claro no todas pero la delincuencia la mala gente todo eso no lo podemos evitar de un día para otro triste lo de este país tan hermoso pero a la vez tan malo,1,1.0,0.5664415955543518,infraestructura
méxico mágico,5,3.0,0.5707230567932129,infraestructura
obviamente no van acabar hijo,1,2.0,0.34454166889190674,infraestructura
y gasto miles de millones,1,2.0,0.5115088224411011,infraestructura
para que después lo sirvan para nada,1,2.0,0.5122508406639099,infraestructura
es propio del estilo renacentista,4,3.0,0.3393041789531708,infraestructura
por 5 pesos que esperas que te den una botella de agua y un aperitivo,1,4.0,0.5274539589881897,infraestructura
algo no cuadra,3,3.0,0.39385730028152466,infraestructura
siiii para un rapidín,3,3.0,0.3645939230918884,infraestructura
mejor que pongan más cámaras de seguridad,5,1.0,0.607441782951355,infraestructura
hay que hablar de esto ruvalcaba,1,3.0,0.34205150604248047,infraestructura
nuevo spots para stickers,5,3.0,0.3875155448913574,infraestructura
cuánto a que los olvidan y después ni van a servir,1,2.0,0.32504788041114807,infraestructura
su gobierno que no invierte en las verdaderas necesidades de del país que se gasta el recurso en los viajes de su bancada,1,1.0,0.46111348271369934,infraestructura
me parecen bien porque al final también nosotros los vamos a poder ocupar pero si está ahí el detalle de su mantenimiento,3,4.0,0.47030240297317505,infraestructura
qué horror,1,1.0,0.36391890048980713,infraestructura
cómprate tu carro para no padezcas esos inconvenientes y viajes como mejor te plazca,5,3.0,0.47198233008384705,infraestructura
en otros países hay baños públicos de alta tecnología nosotros los necesitamos no estamos preparados para tenerlos no méxico siempre corriendo antes de caminar,1,3.0,0.4321115016937256,infraestructura
que estupidez me da risa,1,1.0,0.564262330532074,infraestructura
por todo se quejan comprense su carro mejor yo voy bien cómoda jsjsjsj,4,3.0,0.36495158076286316,infraestructura
los hubieran puesto 1 dia antes la gente no cuida nada a ver como quedan después,1,1.0,0.6781525015830994,infraestructura
que pena da que su preoridad sea poner sanitarios que insumos y medicamentos en los hospitales,1,2.0,0.2750205099582672,infraestructura
como los baños de la línea 12 que están clausurados,5,3.0,0.324038565158844,infraestructura
y nomas deja que llueva y se veran mas chidas las fuentes,2,2.0,0.44791004061698914,infraestructura
para que cobren 10 como ahora ya en muchos lugares sucios y el papel aparte,2,1.0,0.30910003185272217,infraestructura
y pregunta cuánto costara,5,3.0,0.2774279713630676,infraestructura
buena iniciativa,4,5.0,0.4638681411743164,infraestructura
gente tendremos titanic 2 en méxico claro que si próximamente en envivos de tik tok,1,3.0,0.3261350393295288,infraestructura
que arreglen las calles,5,2.0,0.5120837092399597,infraestructura
de verdad esperaban algo distinto lo hizo la 4 deformación,3,1.0,0.38053324818611145,infraestructura
las goteras del bienestar,5,2.0,0.39475274085998535,infraestructura
son faroles y de hecho tienes razón lo que debieron remodelar no lo hicieron,1,2.0,0.41291818022727966,infraestructura
la cfe robándole a la nación de la cfe,1,2.0,0.5124400854110718,infraestructura
y si mejor tapan los baches y invierten en seguridad,5,1.0,0.4386671781539917,infraestructura
es que esa es la fuente bro que no estás viendo,1,1.0,0.39164870977401733,infraestructura
la del zócalo está de la vrga ni abierta estaba,1,1.0,0.6470590233802795,infraestructura
mejor que inviten los boletos para la final de cruz azul vs pumas,5,3.0,0.7269677519798279,infraestructura
los candelabros de la época de porfirio díaz,5,3.0,0.37645748257637024,infraestructura
pues ya lo hubiera dejado en 5pesos,1,3.0,0.4465287923812866,infraestructura
se ve más económico,3,3.0,0.41741445660591125,infraestructura
que oso pero dudo que la gente que pueda pagar un boleto para el mundial se traslade en metro me da risa,1,3.0,0.38487857580184937,infraestructura
cuando realizarán algo bien,3,1.0,0.3411087393760681,infraestructura
gastan en puras tonterías y lo que deben hacer no lo hacen gobierno de 4ta,1,1.0,0.7623631954193115,infraestructura
apoco si creían que morena iba a hacer obras de calidad ya maduren,3,1.0,0.2655527591705322,infraestructura
dicen los gobernantes que para el próximo mundial sin falta,5,3.0,0.28093287348747253,infraestructura
esto es una locura de corrupción clara brugada ciudad de méxico,1,1.0,0.7596916556358337,infraestructura
15 días tienen,1,3.0,0.41867223381996155,infraestructura
lo vi en,4,3.0,0.2567394971847534,infraestructura
que caray no duró ni para el mundial,1,2.0,0.5083986520767212,infraestructura
la cosa es que van a entregar y así lo van a dejar para el siguiente,1,3.0,0.37819933891296387,infraestructura
recuerden mis palabras después del mundial no van a funcionar regularmente,1,2.0,0.49063640832901,infraestructura
es una vergüenza,1,1.0,0.8766021132469177,infraestructura
remodelacion a medias igual que en las calles de la cdmx,4,2.0,0.267591267824173,infraestructura
también colocaron cascadas artificiales instalaciones de primer nivel,5,2.0,0.3404078185558319,infraestructura
en auditorio apenas la van a terminar y quedó mejor que bellas artes,5,3.0,0.3238781690597534,infraestructura
como dice la señora solo va a ser por el mundial después hasta van a cobrar,1,1.0,0.4764344394207001,infraestructura
así es ocapa brukk,5,3.0,0.2991713285446167,infraestructura
alch q bueno que no quede,3,1.0,0.2649277150630951,infraestructura
la primera marcha en la que se les ocurra voltear a ver los candiles lámparas o vitrales y ya era el metro se debe planear para lo que es mover masivamente a gente de manera segura y eficiente esto no abona a esa misión,2,3.0,0.36977869272232056,infraestructura
ya después los quitan me da risa,1,3.0,0.4462490677833557,infraestructura
nada les embona,1,4.0,0.5284661054611206,infraestructura
había ofertas en galerías el triunfo,5,3.0,0.26264169812202454,infraestructura
2 semanas,2,3.0,0.39204975962638855,infraestructura
maquillaje del bienestar,4,2.0,0.3538908064365387,infraestructura
me da risa gobierno ridículo que el mundo se entere como nos tienen,1,1.0,0.6613927483558655,infraestructura
que elegancia la de juuuuuaaaatttt,5,3.0,0.3748049736022949,infraestructura
lo q no sabes es q esas goteras son parte de los adornos,5,3.0,0.4803317189216614,infraestructura
nmmn hasta ahorita se dan cuenta si desde que empezaron ya se sabía que no iban a terminar,1,3.0,0.34890371561050415,infraestructura
falto pintura morada,1,3.0,0.44670233130455017,infraestructura
jajajajajaajajaa es neta que pusieron eso en el metro no mms,1,3.0,0.4441869258880615,infraestructura
esta quedando con madre la escenografía,3,4.0,0.3146202266216278,infraestructura
a que partido te vendiste cuánto te pagaron,1,3.0,0.5712699294090271,infraestructura
yo ayer en la estación hidalgo esperando el metro viendo como goteaba el techo,1,3.0,0.2955320179462433,infraestructura
y las calles y carreteras como para cuando,5,2.0,0.44117966294288635,infraestructura
me recuerda aquel conocido refrán candil de la calle oscuridad de la casa,5,3.0,0.43027618527412415,infraestructura
renuncia clara brugada,1,1.0,0.362697958946228,infraestructura
la primera señora tiene toda la razón,5,3.0,0.6164737343788147,infraestructura
el metro es subterráneo y está en medio de un túnel de bajo de la tierra y todas las líneas del metro son así,5,3.0,0.3518194854259491,infraestructura
jajjajajaj,4,3.0,0.2967945337295532,infraestructura
me da risa,3,3.0,0.2388707399368286,infraestructura
no sé porque permitimos estos desfalcos innecesarios cuando en el país hay otras prioridades entonces si hay presupuesto pero el gobierno de no lo suelta porque le vale madres el país y su gente,1,1.0,0.5843589305877686,infraestructura
que t valgaa,1,1.0,0.27055609226226807,infraestructura
solo por el mundial,2,2.0,0.29133814573287964,infraestructura
de hecho pense que era el unico que se dio cuenta del tema me da risa,2,3.0,0.30453070998191833,infraestructura
no gracias,1,1.0,0.6183725595474243,infraestructura
cómo si con pintura y loseta nueva fueran a avanzar más rápido los trenes,3,2.0,0.2869558036327362,infraestructura
eh ey ey porque no hay un ajolote ahí y por qué no está pintado de morado,2,3.0,0.3374078869819641,infraestructura
ningún chile les embona que si está en reparación que si esto que si el otro que por qué mejor no lo cierran que por qué lo cierran sabes realmente que el metro jamás puede parar su servicio ya que es el trasporte de millones de personas y el darle un mantenimiento muy profundo requiere de mucho tiempo ahora el metro está fuera de servicio desde las 0 00 hasta las 05 00 am en 5 horas diarias es imposible dar mtt muy profundo,1,4.0,0.5833473801612854,infraestructura
y las coladeras trampa para cuando,2,2.0,0.3901142477989197,infraestructura
y no sería mejor que den mantenimiento o modernicen los semáforos de la ciudad,3,2.0,0.3877527415752411,infraestructura
que metro es,5,3.0,0.24592973291873932,infraestructura
no me gusta nada les embona,1,4.0,0.5624455213546753,infraestructura
dejaron las fuentes modernas,2,3.0,0.2739112079143524,infraestructura
la primera señora tiene toda la razón,5,3.0,0.6164736747741699,infraestructura
y justificaron millones de pesos gastados me da risa,1,2.0,0.6638609170913696,infraestructura
gobierno,5,3.0,0.3380008637905121,infraestructura
yujuuuu para los choferesde app me da risa,3,,0.2525913119316101,infraestructura
saldrán con la excusa de q era una remodelacion muy aparte del mundial,1,,0.3231891393661499,infraestructura
puro gasto inútil,1,,0.841433048248291,infraestructura
un nuevo crusing,5,,0.4476308822631836,infraestructura
cuando estaba lloviendo yo una vez me iba a caer a las vías por que me resbalé por evitar esas tablas,1,,0.494186133146286,infraestructura
nada nos parece,1,,0.5874361395835876,infraestructura
como no siempre se necesita los baños públicos,5,,0.5080257058143616,infraestructura
nada les embona,1,,0.5284661054611206,infraestructura
el metro necesita mantenimiento no lámparitas bonitas,2,,0.3571564853191376,infraestructura
ese gasto es inesesario porque después de unos meses no le van a dar mantenimiento y aparte eso requiere de sanitización,1,,0.5348722338676453,infraestructura
mejor que recojan realmente la basura que hay en las calles,5,,0.7500997185707092,infraestructura
te imaginas cuanto supuestamente gastarían en arreglar nadamas una parte así v dirían q ocupan unos cuantos billones y aún así haber si queda v pq es difícil yo digo pero aún así v en una de esas por la humedad pierde sus propiedades para cargar tanto peso para el q fue diseñado y sacas q se caiga mms,2,,0.44986492395401,infraestructura
que elegancia la de francia y las goteras pa,5,,0.5331300497055054,infraestructura
mejor q arreglen los elevadores y las escaleras eléctricas del metro y metrobus,5,2.0,0.5850688815116882,infraestructura
ni hay agua,1,,0.415926992893219,infraestructura
hasta eso les van a quitar a los comerciantes,1,,0.25638288259506226,infraestructura
sí se quejan cuando el metro cerró para la remodelación visual ahora si tuvieran que reparar todo desde cero imagínense estuvieran peor,2,,0.3832619786262512,infraestructura
no nada más por el mundial todos esos sanitarios los deberían de poner en cada transborde de las líneas del metro de la cdmx,5,,0.26421666145324707,infraestructura
ojalá las personas que viven en las calles no se adueñen de los baños y las conviertan en su hogar,2,,0.41981562972068787,infraestructura
porque no ponen botes de basura en toda la ciudad y arreglen todos los el pavimento y tuberías de agua,5,3.0,0.5199156999588013,infraestructura
estan como cuando se les esta botando la pintura porque tienen humedad en las paredes y dicen que poniendoles sellador y una pintadita queda bien,3,,0.35320764780044556,infraestructura
muchas gracias por tu reporte joaquin,5,,0.6504011154174805,infraestructura
la apuesta es que no llueva en el mundial,1,,0.35179293155670166,infraestructura
las estupideces de los gobiernos de morena no tienen límites,1,,0.4599703550338745,infraestructura
esos sanitarios se saldrán de control estará apestosos,3,,0.23171941936016083,infraestructura
gobernado por morena,5,,0.3180829584598541,infraestructura
3 mil millones de pesos costaron seguramente y se embolsaron más de la mitad y van a costar más de 30 pesos el acceso,1,,0.7772337794303894,infraestructura
este gobierno pura estupidez,1,,0.9218478202819824,infraestructura
es una cascada muy top muy fina para que cualquiera le vea el potencial muy como en dubai,5,,0.7719609141349792,infraestructura
se pasaron yo me imaginaba más moderno el metro que iba a quedar pero no así,2,,0.4427487850189209,infraestructura
puras apariencias,5,,0.48845580220222473,infraestructura
mejor inviertanle más al metro porque siento que cada vez está peor,2,,0.3566834628582001,infraestructura
y las escuelas y hospitales para cuando,4,,0.38007479906082153,infraestructura
me da risa,3,,0.2388707399368286,infraestructura
n necesito q vayas,1,,0.34465473890304565,infraestructura
línea 1 tiene puros plafones oxidados por humedad rubalcaba también nosotros maltratamos las estaciones con humedad,1,,0.5318267941474915,infraestructura
y si mejor arreglan los hospitales ponen mas camas por que nunca hay dan medicamentos e insumos,3,2.0,0.3359987437725067,infraestructura
dios ya quitales el poder,5,,0.42253488302230835,infraestructura
no lo entiendes es el toque de humildad que todo burgués necesita,1,,0.5227556228637695,infraestructura
shhhaaale,3,,0.25193077325820923,infraestructura
gobierno ignorante mejor que arreglen las goteras,1,,0.6778708100318909,infraestructura
si estuvo bn siempre me ando cagando en los baños,1,,0.444269597530365,infraestructura
y los hospitales hasta sin reactivos para hacer un laboratorio de gabinete básico,4,,0.2657214403152466,infraestructura
que burla como todo en este gobierno,5,,0.3728274405002594,infraestructura
la gente dice no me gustan prefiero cagar en una bolsa,1,,0.6019907593727112,infraestructura
es la gealidad dul tegceg monde muy bueno la decoración y el servicio de calidad para cuando,5,,0.5063222646713257,infraestructura
me da risa es para sentir q estas en venecia entre lujos y agua,5,,0.37859779596328735,infraestructura
siento que no lo van a terminar y van a usar el pretexto de que en realidad las reparaciones no eran para el mundial sino para el pueblo bueno,1,,0.44486865401268005,infraestructura
para puro turista y los ricos,5,,0.4382373094558716,infraestructura
cómo si valiera la pena,5,,0.5057520270347595,infraestructura
están buenos para el cruising,4,4.0,0.4939972758293152,infraestructura
si lo terminan pero quedarán muchos detalles,3,,0.5501927733421326,infraestructura
no me reuso a usar algo que dejo el malvado don porfirio sarcasmo perdoneme don profirio por cierto la lampara combina con la cinta aguas con la pared y las aguas en los techos,1,,0.5987210869789124,infraestructura
si el peor gobierno bola de corruptos miserables,1,,0.7989685535430908,infraestructura
se hizo rápido la remodelación nunca dijimos que bien,5,,0.34231001138687134,infraestructura
eso es normal son filtraciones de agua por que es subsuelo,3,,0.4225030243396759,infraestructura
clara y si mejor arreglas los baches y pones mayor seguridad es lobque necesitamos,4,,0.36019042134284973,infraestructura
y las cascadas y goteras para cuando,1,,0.2347750961780548,infraestructura
mejor la ajolotera esa que vea los baches caray,3,,0.32224875688552856,infraestructura
y la línea a cuando ah no que a iztapalacra no vienen turistas,1,,0.29086869955062866,infraestructura
y si mejor nos ponen más seguridad,3,,0.3859967291355133,infraestructura
toma taxi,5,,0.3240523040294647,infraestructura
al rato va a estar abandonado sucio y con basura,1,,0.7902480363845825,infraestructura
mejor no hagan nada,5,,0.4237683415412903,infraestructura
y si mejor lo cancelan,1,2.0,0.3420746922492981,infraestructura
pasara lo que con los bebederos en los metros solo el gasto y ya,1,,0.37505656480789185,infraestructura
las fugas pa cuando,2,,0.2930856943130493,infraestructura
lo peor cuando pase el mundial lo van a dejar así los creo muy capaces,5,,0.3683065176010132,infraestructura
inviertan o no siguen jodiendo todo les molesta que horror,1,,0.4172230064868927,infraestructura
no al mundial por el ebola,1,,0.595486044883728,infraestructura
cuantos millones costarían esos candelabros de temu,1,,0.4565659165382385,infraestructura
no alcanzo el presupuesto para hacerlo bien,2,,0.417111337184906,infraestructura
siguen las simulaciones hicieron como que remodelaron y a la primera de las lluvias ven lo obvio lo mal hecho,4,,0.3064917027950287,infraestructura
es para que sientas que vas caminando con luz de los candelabros bajo la lluvia al puro estilo europeo,5,,0.2875385880470276,infraestructura
son cascadas para dar el toque de la francia de los grandes jardines con fuentes,4,,0.4333241581916809,infraestructura
pero si ya existe reforma 22,3,2.0,0.4031529724597931,infraestructura
al chile que bueno,5,,0.39615166187286377,infraestructura
hay prioridades quedar bien en el mundial,3,,0.4224151372909546,infraestructura
creo que en portales van poner como tipo pista de baile,3,,0.2911956310272217,infraestructura
esas madres ni van a durar 6 meses,1,,0.5040287375450134,infraestructura
neta hay cosas más necesarias,4,,0.3616217374801636,infraestructura
esas goteras tienen tanto tiempo qué ya daño el cemento del piso se nota en la huella,1,,0.49736228585243225,infraestructura
me recuerda a las mamás no todas cuando va a llegar una visita limpian toodo a fondo la mejor vajilla los manteles mas lindos copas etc pero cuando no hay visitas usan la vajilla ya despostillada los vasos desiguales los manteles viejitos etc algo asi esta pasando pero a gran escala,3,,0.39610859751701355,infraestructura
puro gasto infructuoso pero bueno como no es su dinero,1,,0.49092045426368713,infraestructura
y las inundaciones fuera del metro ni se diga,1,,0.46332404017448425,infraestructura
ví un meme de esos candelabros y pensé que era una broma y no si pusieron,1,,0.5927731990814209,infraestructura
ya quiero ver el costo al que se los vendieron a brugada,1,,0.31395646929740906,infraestructura
por qué quieren aparentar lo que no es,3,,0.2525532841682434,infraestructura
las prioridades del metro están igual a mi economía,5,,0.3773462474346161,infraestructura
puesi q ganan con gastar dinero en eso con quién quieren quedar bien y eso es poco por loq hayq hacer por los metros hospitales parques me da risa,1,,0.37379056215286255,infraestructura
el auditorio ayer todo parecía la esperanza pero sin luz no mmn,1,,0.3458012342453003,infraestructura
no words,1,,0.5766539573669434,infraestructura
les digo que este gobierno es una,5,,0.29304054379463196,infraestructura
como el mismo gobierno se roba la luz,1,,0.5338245630264282,infraestructura
15 días y ya hicieron su mmda te apuesto que ni lo van a terminar y lo van a dejar a medias,1,,0.639828085899353,infraestructura
yo solo juzgamos y juzgamos como si fuwramos perfectos avwces si hay gente que cae mal se creen perfectos,5,,0.4519897997379303,infraestructura
cómo no un parchecito por aquí otro parchecito por allá y nadie ve los daños sarcasmo,1,,0.47654038667678833,infraestructura
uffas nuevos lienzos,5,,0.3650020360946655,infraestructura
me da risa no mms,1,,0.4700583517551422,infraestructura
es para darle el estilo vintage,4,,0.40141594409942627,infraestructura
no no no solo ve los candelabros,1,,0.3954380750656128,infraestructura
parece zona de guerra,3,,0.31297680735588074,infraestructura
lo peor esq las paredes de mármol las pusieron por encima de la pared de antes,1,,0.6669594645500183,infraestructura
un poco de pintura lila y queda como nuevo,3,,0.5334451198577881,infraestructura
y como pa que fue eso de los candelabros,5,,0.2541676461696625,infraestructura
normal diran que entre en calendabro y la pinta dirán que costo 9 5 millones de dólares para justificar no te espantes,3,,0.39243191480636597,infraestructura
debieron empezar desde el año pasado pero siempre procastinan,2,,0.35076606273651123,infraestructura
pues yo una ves me cague para mí está bien,3,,0.40315645933151245,infraestructura
la desventaja que el gobierno liberó los recursos a finales de marzo 2026,1,,0.47964322566986084,infraestructura
no roban la energía ya está la instalación de cfe solo faltan los medidores eso pasa hasta en las casas no lo instalan de inmediato,1,,0.6699547171592712,infraestructura
mejor deberían de ocupar ese presupuesto k gastaron en otras cosas k hacen falta para los k aqui vivimos,1,,0.4522886872291565,infraestructura
están construyendo baños para el mundial pero no arreglan los baches o las fugas de agua de hay en la cuidad,2,2.0,0.44536077976226807,infraestructura
me da risa si donde quiera hay goteras y eso que aún no llueve en serio,2,,0.35794004797935486,infraestructura
uno que otro usuario del metro,1,,0.2508293688297272,infraestructura
para eso si ahí lana no pero para que aya agua y pavimenten para eso no ahí que poca tienen,3,,0.42819279432296753,infraestructura
para que no los abran como los elevadores en puentes y metro,2,,0.3783457577228546,infraestructura
exacto es lo que digo ese dinero que se gastaron millones de pesos en remodelaciones piteras que no eran necesarias y las vías los trenes las instalaciones eléctricas las goteras la humedad lo que sí es necesario,1,,0.34870418906211853,infraestructura
no son goteras es una fuente natural,5,,0.27442920207977295,infraestructura
está presidenta creo que estamos en el siglo 16 ya que siempre le echa la culpa a los opositores me da risa me da risa,1,,0.3114211857318878,infraestructura
peña nieto se te extraña,1,,0.36439478397369385,infraestructura
sin mantenimiento estarán en cuanto acabe el mundial,1,2.0,0.5604091882705688,infraestructura
todo lo que gastan deberían de aumentar las pensiones de los s trabajadores del imss ni al mínimo llega,1,,0.5591246485710144,infraestructura
cdmx es bien random,4,,0.3368823826313019,infraestructura
no entendien que entre mas gente vengas mas gente deja su dinero aquí en mexico,1,,0.7430375218391418,infraestructura
restos del prian,4,,0.24213074147701263,infraestructura
en tres meses va estar alguien afuera de cada baño vendiendo dulces y cobrando 7,1,,0.6726926565170288,infraestructura
la gente ni lo va saber usar,1,,0.3615075945854187,infraestructura
ningún chile les embona,1,,0.5086955428123474,infraestructura
seguro gastaron más de 5 millones por sanitario,1,,0.5253443121910095,infraestructura
nmmn llueve mas adentro que afuera,2,,0.30726951360702515,infraestructura
jajajjajaj,4,,0.2937988340854645,infraestructura
mañana lo pintan de morado,1,,0.44324639439582825,infraestructura
me imagino que habrá mucha gente de limpieza para todo lo que piensan poner,3,,0.3537423312664032,infraestructura
