"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Hola, gente. Me gustaría saber qué tan seguro es México ahora mismo. Soy de España y quiero ir al Mundial en Guadalajara.","10","26","2025-11-10T20:26:40.000Z","santiago_5r0","https://www.tiktok.com/@politicomx/video/7571117511932972296","6901402649687966722","7571195785686221586","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ccb30f076e43f027e63e7f3d8d518858~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43fa2dbb&x-expires=1780200000&x-signature=Ma%2BkeAMv7RPVA66VMsE7%2FjMzGWY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Y van a ver todo el desmadre que hay en el país","152","6","2025-11-10T16:23:07.000Z","enriquesegurafern","https://www.tiktok.com/@politicomx/video/7571117511932972296","6794651723015209990","7571133043189695239","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ec5d0561ccf1c1788aff2383e9ff136a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3068d63f&x-expires=1780200000&x-signature=li%2BDWKvVZx%2B2%2F%2F7RHmaUgFw1c2c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Yo a México no voy ni aunque me paguen el viaje todo pagado ❌","1","2","2025-11-11T04:50:38.000Z","hesler77","https://www.tiktok.com/@politicomx/video/7571117511932972296","6797893559804920838","7571325604050862862","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6eb5359a1abb76d2bda5a437bbd0d5ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5405425f&x-expires=1780200000&x-signature=3rD4uhkFeWLY8xVw1QJKZuk3aZ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Demasiado peligroso yo jamás viajo a México aunque me encanta mucho el Paiz pero muy peligroso.","18","5","2025-11-10T21:15:13.000Z","nestor.perez98","https://www.tiktok.com/@politicomx/video/7571117511932972296","7265803302280856581","7571208237485146888","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e6629afc129659633ca82c759880977a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6b610523&x-expires=1780200000&x-signature=Lrs6wWdePT5RJ0LY9BYyLP1vL%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ya lo canceló FIFA se va para Canadá oh EEUU","3","2","2025-11-10T23:58:45.000Z","lobaalfa27","https://www.tiktok.com/@politicomx/video/7571117511932972296","6892903030401680385","7571250432069239563","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0f403d5e9758177e7facec9023b695c1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f32c0b5c&x-expires=1780200000&x-signature=%2BP6uEktLLTIZgkPWzvOTz6ec%2BXw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"YA SE DIJO SE SUSPENDE EL MUNDIAL 2026 POR SER UNA PAIS MUY INSEGURO, SERA EN EEUU EL MUNDIAL","14","3","2025-11-10T18:43:21.000Z","alivpmucha","https://www.tiktok.com/@politicomx/video/7571117511932972296","6839440055116678149","7571169171883459348","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9ca650e9433027479b8796b274826f4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=232280a1&x-expires=1780200000&x-signature=Hi1ZvrBY0jFPbkw0hN9XOa7tnBk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Yo creo que ya no vendrá nadie 😳","8","0","2026-02-24T09:49:08.000Z","donbonguito","https://www.tiktok.com/@politicomx/video/7571117511932972296","6976645894000149510","7610366536641069845","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dfad56d943c3ea7f2855c84f1a009cdb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4d5464f&x-expires=1780200000&x-signature=%2BNWKKoHrdoCSOmLIg3qa%2F9508EU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"y tiktok inundando de turistas diciendo y aconsejando que no vayan a México por el tema de la inseguridad y por qué todo está carísimo 😂","2","2","2025-12-11T14:26:55.000Z","alexdareyoficial","https://www.tiktok.com/@politicomx/video/7571117511932972296","6807269425345496070","7582606732456510226","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b47860e6a542abc5f0f55d3f85cf3f93~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=09fd6146&x-expires=1780200000&x-signature=VKruo864V6sIDGFY9amyZ3UVVqM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Los que opinan son de país que nunca han tenido un mundial","6","1","2025-11-10T22:30:03.000Z","mora10904","https://www.tiktok.com/@politicomx/video/7571117511932972296","7387172184806999082","7571227459820798775","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4e0084ac7ad75bd570a2a5ec95710bda~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=502f4525&x-expires=1780200000&x-signature=LXRqNgpx4jOhYZRlUqm0MxAPxE8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂🤣😂 con la inseguridad quien va querer ir a mexico","15","4","2025-11-10T20:38:44.000Z","zuriel_violinista","https://www.tiktok.com/@politicomx/video/7571117511932972296","6640127712273317894","7571198859046503186","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ab276368663f4304eefe56688457d309~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=359f8088&x-expires=1780200000&x-signature=POJfxk8IgP06MhZtHcQ49APswUc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Mejor lo veo aquí en Canadá!","5","4","2025-11-10T23:54:35.000Z","nancyalcantar16","https://www.tiktok.com/@politicomx/video/7571117511932972296","7063191949033112582","7571249296202318600","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d624acb2ef70feb0a28f65ccf7a5cbbd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=425d5ae2&x-expires=1780200000&x-signature=0RVAd7OLLkjzldfpUJb1KQMsrPE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Para los turistas si va ver mucha vigilancia y para los mexicanos que sigue la inseguridad 🤨🫤","5","0","2025-11-10T18:59:18.000Z","carmelita_954","https://www.tiktok.com/@politicomx/video/7571117511932972296","6974018231594370054","7571173249355449089","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a6928583e678095e754b6dd2a9d62bb8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2de2c5af&x-expires=1780200000&x-signature=%2FDC6d6K0YSirWeJF58lq7lLbnBo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ablan de todo menos de Carlos Manzo","2","1","2025-11-11T19:07:05.000Z","valente.martinez42","https://www.tiktok.com/@politicomx/video/7571117511932972296","7353483151074149418","7571546301461578527","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/af9b467b70eb46a5d08700658d7db2cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cee8b73a&x-expires=1780200000&x-signature=4e40MqMs%2BN2jIjSLv4QLHBGDnQ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"que lo cancelen 😡 no queremos futbol queremos seguridad en todo Mexico","23","2","2025-11-10T21:47:50.000Z","jorgealfredocueva8","https://www.tiktok.com/@politicomx/video/7571117511932972296","7192622246191449093","7571216621848527636","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7192623227460878342~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b48e8239&x-expires=1780200000&x-signature=YvuK6djXNjOzyl%2FpggFdWf2Ha1s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"y cuantos regresarán salvos a su casas","9","1","2025-11-10T18:57:34.000Z","lo12azul1","https://www.tiktok.com/@politicomx/video/7571117511932972296","7297466514821628934","7571172805523849991","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9276f1489c751e252b29db1f5effc94b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=36e67eb3&x-expires=1780200000&x-signature=tm8b3BoFv0tfsOBGFUEyJub9QiQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"y a esos también los va a desaparecer?","23","0","2025-11-10T18:31:08.000Z","dario.gabrie","https://www.tiktok.com/@politicomx/video/7571117511932972296","6801084474912719877","7571166005747221255","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/93b66f6abded74b8fb024ad8c6ed7705~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b60f194e&x-expires=1780200000&x-signature=iB4hWY890DxkE3osxXRLL6XvJOE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ahorita con lo que está pasando lo dudo 💔","5","0","2026-02-23T08:20:25.000Z","svm_4920","https://www.tiktok.com/@politicomx/video/7571117511932972296","7235337062697059333","7609972575443632903","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/29917d7c4bfc270b2b746325c709db2e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cbe9d20a&x-expires=1780200000&x-signature=sNI%2FifpBD310uVa1YarIDxnNlpY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yo no iria mucha insegudad","1","0","2025-12-09T15:30:10.000Z","toro88858","https://www.tiktok.com/@politicomx/video/7571117511932972296","7356086454131426309","7581880868382442248","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7356087601679466502~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9e9d8d1f&x-expires=1780200000&x-signature=DYOpM0lW%2Bcx4njwuff%2FUUAev4bM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"cuantos turistas ya no regresarán a sus países, así como está la inseguridad en México 😭😭","80","3","2025-11-10T19:59:55.000Z","davidnp1979","https://www.tiktok.com/@politicomx/video/7571117511932972296","6870168183300637702","7571188855404397329","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a85b4cde76c40890b31a93fe4b16a51d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9c3b9070&x-expires=1780200000&x-signature=YlV%2B5ogQoLC%2BIIJFl1R%2F%2Ff0lXG4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ojalá que todos lleguen bien de regreso a su país xq aquí en México hay magia se desaparece la gente","7","0","2025-11-10T20:29:29.000Z","danieltravis5","https://www.tiktok.com/@politicomx/video/7571117511932972296","6828786116750394374","7571195811661464338","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1114a02de2833cafba4c3895e9d47f2d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9e00a2d&x-expires=1780200000&x-signature=nMR4z5oQhQ7nA3z6VR7ePgLDF%2F0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"que miedo ir a México y eso que soy de México","8","0","2025-12-06T01:35:08.000Z","_.noesmiau._","https://www.tiktok.com/@politicomx/video/7571117511932972296","6928970705032823813","7580552366543799048","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/305db5d212815bec987a65e686b9fa27~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=157451f9&x-expires=1780200000&x-signature=iYhZWj%2FvQE2SpTnB52ToaLohCWU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"por eso urge tapar la inseguridad","7","0","2025-11-10T19:06:13.000Z","user493668645","https://www.tiktok.com/@politicomx/video/7571117511932972296","6813869307538916357","7571175053723960085","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7336241619584155654~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e1cea38d&x-expires=1780200000&x-signature=ZaUidPp8YS8H8rsfN9%2B1XkCfaf0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Yo quisiera ir mas pero con la inseguridad se piensa dos veces .","5","1","2025-11-10T23:31:21.000Z","jdolave","https://www.tiktok.com/@politicomx/video/7571117511932972296","256710080929308672","7571243354424935223","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a96428b102095702a5290bd711bf157f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ebfe62cd&x-expires=1780200000&x-signature=R7zYDHjonDE8bdlKVbhW5%2FFY99Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"como si estan cerrados los aeropuertos.???????","6","0","2025-11-10T18:04:23.000Z","jesushernandezc611","https://www.tiktok.com/@politicomx/video/7571117511932972296","7372397527994319878","7571158109013803794","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7372398827545870341~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=252f4d89&x-expires=1780200000&x-signature=N6E1ZoRbBijX3v1elLhQMCKiYFc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Qué manera de dejar de un lado todo lo que estamos pasando","5","0","2025-11-10T17:47:46.000Z","user7995654431100","https://www.tiktok.com/@politicomx/video/7571117511932972296","6706579389763273733","7571154849086227216","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7333352666678394885~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5b2fe140&x-expires=1780200000&x-signature=QFCQ1t5khSC9wqazpQlZmNErZF0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Televisa he hechara a perder con sus jugadores el evento ya se sabe!!","7","0","2025-11-10T16:29:14.000Z","fathimealice","https://www.tiktok.com/@politicomx/video/7571117511932972296","7517026256002647047","7571134623997313810","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5947caaa35fbd958109bac981de967bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=33b46297&x-expires=1780200000&x-signature=mB%2FKisf1IcPq5Heo5Vt7UBcwPS4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Cuantos vuelos va a recibir el AIFA 😂😂😂","17","3","2025-11-10T20:00:08.000Z","carlosserrano244","https://www.tiktok.com/@politicomx/video/7571117511932972296","6802797585267590149","7571188910132282133","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f1a87b9597aa37238a65e7cc03de866f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=854f95cb&x-expires=1780200000&x-signature=B3E5WstPQFi6hKCbCnI1wRtySNs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Y Ciudad de México sin Aeropuerto con capacidad para el mundial 🤣","6","1","2025-11-10T17:16:36.000Z","danielsinfu","https://www.tiktok.com/@politicomx/video/7571117511932972296","6809407610228786182","7571146807004250901","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7321555575932878853~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54eabbe4&x-expires=1780200000&x-signature=75ib2HCUYXx8%2F77KQABYnVONIQA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"que? que quiere manifestaciones??","33076","59","2026-04-18T20:00:35.000Z","raszakapics","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","6941107045367006214","7630191608226923271","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ac72f5ee67d61a879e4fbb73423d2eb2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4238de4f&x-expires=1780200000&x-signature=r3IuC5jsSo92zpw6tvEFkYVl39w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ni mi ex se avergonzó tanto de mí 😐","12078","24","2026-04-18T20:53:06.000Z","luispliego17","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","6925907355297989637","7630205124124115730","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/70a4a763e1d4391fff46804953abcd76~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=316bfa72&x-expires=1780200000&x-signature=0TUd8Y9ZM9RX%2FHyLTYX7pq3Nebw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"[Sticker] que salgamos dice 😂😂","4408","7","2026-04-20T21:12:04.000Z","supergirl100s","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","7119888156133295110","7630952170025141000","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e5b0b4eeb4bfbabd3d2c5e12b1a6f798~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54ed95f9&x-expires=1780200000&x-signature=BcPp9rl4l9a7Q0J7NGuSqREt6OY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"cómo que suspender clases 👀 en mi niñez el maestro nos puso a ver el partido en el salón de clase 🤣","17493","46","2026-04-18T18:59:36.000Z","candynepogal","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","7189056509560079366","7630175862265414408","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/27eeb44208116b0cab151ceac51ab8b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e0f9ac21&x-expires=1780200000&x-signature=CE%2FmMCX49T%2B0oxbudWkcIl9i8os%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"es como si te dijera ""no salgas de tu cuarto, para que la visita se sienta agusto"" bro, aquí vivimos","4877","7","2026-04-20T07:15:05.000Z","rubiamediowey","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","6936721401883083781","7630736477962339093","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7af0aa01720e69bb9f592ae87271c433~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2f94345c&x-expires=1780200000&x-signature=iZfl5YGFnq66%2FlKbFkzNkJl9vlo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"¿Y si mejor reparan las calles, mejoran el transporte público y todos los aspectos de movilidad en la ciudad para que no solo los turistas lo disfruten?
Digo, es una opción, que mejor forma de aparentar ser una ciudad de primera, que siendo una ciudad de primera","1964","12","2026-04-18T16:41:09.000Z","kaimjaeger","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","6875738139211678725","7630140208567517959","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ff93c1511d859efd7161e30ac1085b85~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6525f7bd&x-expires=1780200000&x-signature=pIS9Kupab8PKQyl13MPE69r5l8w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"[Sticker] ahora con mas razón voy a salir","960","2","2026-04-20T12:10:16.000Z","thorfinn.97","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","7133648996345627653","7630812584400192272","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9ec44668c0b793aff1bd0568de7bc855~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4a822443&x-expires=1780200000&x-signature=4w9WG22hRUJgKWe08s0gPvWpVCM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"si me pagan esos días con gusto no salgo ni a tomar la Luz del sol","5695","11","2026-04-18T14:17:12.000Z","rubnsnchez19","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","7195295697481122821","7630103118861910805","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7202407812784193542~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7ebe5d40&x-expires=1780200000&x-signature=JnUbiJqQFoItiuNI5eAjYRxf3pU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Que salgamos todos dicen","844","1","2026-04-18T17:12:13.000Z","yaal.gonzalez","https://www.tiktok.com/@marcosjimenezpere/video/7629973371505249557","7219831916902794246","7630148207499412244","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7313ca8574c1d61db9c03165beb603d3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5388c1e6&x-expires=1780200000&x-signature=jsCPH35Yp7FFGkQcXVLZ%2FizqvCI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
