"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"No hay nada que celebrar. Que el mundo entero conozca lo que se vive aquí en México día con día el miedo a salir y no regresar.","37","6","2026-05-28T04:01:06.000Z","adrianadelavega08","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7145592060635071493","7644787654752650004","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1cb2dc45e7d2a689773765d138d368b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ff4262b9&x-expires=1780200000&x-signature=mcE60eHO8RwxrZaM8zP9nDhah5g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"[Sticker] interactuen, que se difunda lo que si importa","611","33","2026-05-27T15:14:02.000Z","elio._.3","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6914826667823907845","7644590099372360455","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fb97cba0847e971167ce68b378ad2a38~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fe5ddb95&x-expires=1780200000&x-signature=RH%2F7DRbPNs8QJS1zsSm7wmVsX6A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"no necesitamos un mundial !!! necesitamos justicia y seguridad","36","1","2026-05-29T21:28:34.000Z","ani_solis30","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6574524793218088965","7645428647614137109","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a8a784adff6d3c3015d06d481e2ec1a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=39d28106&x-expires=1780200000&x-signature=NifSWZgXIv8xX8OFsWJVk3QWa9s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"[Sticker] pero ella jura que todo está bien","45","0","2026-05-29T20:08:52.000Z","brimanluna","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6994320224733103110","7645408218482737941","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/58785664b497523ee2a473f00f9effea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8291947a&x-expires=1780200000&x-signature=Q08K85wLpGfcj8VB2Y%2FUSokhTvM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"hagamos una marcha el día del mundial!!!📢📢","23","0","2026-05-29T18:42:42.000Z","ann_sk01","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7116692436567639045","7645386017403077397","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4b32831fdc213a609319c978dade80bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=99f230c5&x-expires=1780200000&x-signature=lIEsiQ4mIdf8A03s4ZVBf4Q9YnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Por mucho que ame el fútbol, la seguridad de las personas es importante, el mundial no es importante cuando hay una crisis así en el país.
difundan el vídeo para que llegue a mas personas.","25","1","2026-05-28T04:36:32.000Z","jjdjueujddf1224","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6788205410605908997","7644796881030415121","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/448479bde9b68929046026263beb06f4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d1457813&x-expires=1780200000&x-signature=%2FzS7YXesiZnLmM%2F0IITgWDVrVQk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"""No estamos encontra del mundial, estamos encontra del olvido"".","799","2","2026-05-27T21:41:30.000Z","deniz_cheny","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7002367560743257093","7644689930828170014","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/9e7c34d15b2cfad92c9995d509b52e9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=12e8d5a1&x-expires=1780200000&x-signature=QmVn61XOrXOs8PrJrNiBdKbp2IQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"No queremos mundial, queremos que los desaparecidos regresen a casa!!🥹","39","1","2026-05-28T04:47:16.000Z","gisell81.01.1","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7073867126896985134","7644799534040843038","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/cc4c62d8b87542b2d4441ea8bbe77c67~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bff13fd5&x-expires=1780200000&x-signature=0Xcpf8loOsLsq48c7rUfS%2FbnDHQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"[Sticker] A los gobiernos no les importa ni el fútbol ni los jugadores, solo les importa tener una cortina de humo","1883","5","2026-05-27T02:44:55.000Z","asiry_4w5","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7373154942813635590","7644397035697603349","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d540c1c4ba90b779e21a05f8bc78caf9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a1cf2657&x-expires=1780200000&x-signature=6xNrSJOOADsrhHsBmHSUajc%2BZeE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"No queremos mundial, queremos justicia","67","3","2026-05-28T22:18:51.000Z","bblanca45","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7089217474075739141","7645070600767521557","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9807b07675c2acaf8771ce7a71c7ca76~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=986fb6a9&x-expires=1780200000&x-signature=2zIphtPcwIPz6trrCo3BdZ2EClA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"No queremos Mundial, queremos un México seguro… 👊🏻","54","1","2026-05-28T13:57:47.000Z","gabymartinez274","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6819093083671593990","7644941533234184967","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cb1d52e25ea17714ca51cdb068906692~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0dc304fc&x-expires=1780200000&x-signature=MiitvdV2D43oc8rsE4sY%2BSchjKU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"cancelen el mundial","131","10","2026-05-27T13:23:37.000Z","onac.airelav","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6972983541454095361","7644561643670438673","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/324a5713273d4fa730dfe89e2a095fe5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=96bee97e&x-expires=1780200000&x-signature=bQrK2j8KqqTondEd1BsUyfROAWs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"de por sí me cae mal el futbol, ahora mas","1362","24","2026-05-27T13:22:16.000Z","angele_496","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7173527683886941189","7644560659895993109","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7173899094845292549~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e90407a5&x-expires=1780200000&x-signature=%2B0wHh%2BC9uujj9IVOtV%2FsB%2BayEEg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"no dejen de luchar, queremos regresos no mundiales 🤗","503","11","2026-05-27T22:13:43.000Z","alexiaj.flores","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7333050883821814790","7644698127270970132","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ed933261deb792465d55f17321fc0ebd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2b9b0b7d&x-expires=1780200000&x-signature=lRw%2FbPKVKxGrib9nbMG%2FKsMhcgU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"interactuando para que se haga viral","33","3","2026-05-29T02:33:12.000Z","alexvieyra2","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6818658178550580229","7645136173963035410","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cea57634a27e369b252ad14601d2322e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce988bb1&x-expires=1780200000&x-signature=Q0EVKcQbCB9H0FEPJbxtXqd%2BBEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Yo no entiendo como no son empaticos ósea soy madre y perder un hijo no tiene nombre y se que no puedo dimensionar lo que sienten pero si puedo hacer algo y si el gobierno tiene recursos es incongruente que para unas cosas si puede gastar y otras no","290","4","2026-05-27T13:57:45.000Z","tofu.25","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6975321081608307718","7644570429818258197","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8203a23aa41fdfdeaecf35a7ff2cea53~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=944f0f5b&x-expires=1780200000&x-signature=kh70nt20AD3aYnQ8qs9xcFfILmU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"[Sticker] ojalá encuentren a los desaparecidos","195","2","2026-05-27T03:25:50.000Z","al_anochecer","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6855464403480675333","7644407595109581575","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f84ab9f44d13989bc96a00cfe9dd2aa3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=968dbd4c&x-expires=1780200000&x-signature=%2F0i4s5AHTjU6B1%2BvZzf57dD8V6E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"NO AL MUNDIAL","42","2","2026-05-28T17:43:12.000Z","eilsel997","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6800544469958034437","7644999565471417108","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7335643530809114629~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2eba3f8b&x-expires=1780200000&x-signature=wKIho5G7Xn8Fj1Fi%2Bz%2FBucV2T%2F0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"No queremos mundial, queremos seguridad ✊🏼","36","2","2026-05-28T03:59:56.000Z","alia4lyd","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7443547377402102839","7644787476371882770","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/090046a0cb8b6217a8db1ed21270429c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e227b735&x-expires=1780200000&x-signature=voIrVNU46vdCCwu11y%2FaHaTf7Oo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"boicoteen el mundial","17","0","2026-05-27T02:53:06.000Z","el.enterteiner","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7319402598720504838","7644399131058455316","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c702f08c15c1d684ee548fd289c2c335~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f75d66ad&x-expires=1780200000&x-signature=iqpBoEg6n4TKIHXvKNc4DKz%2Bagg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"en estos momentos el mundial es importante","8","36","2026-05-27T12:10:31.000Z","leopoldosolareslopez","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7262927139879207942","7644542758166577940","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5498a5f97e95df7a3a979392ba3297b4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a16cfc8a&x-expires=1780200000&x-signature=5S%2B5JdXIe9z1CU4S1KAxc28Mz0Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Y q podrian hacer? Decir no al mundial y seguir Como siempre?","8","16","2026-05-27T20:23:57.000Z","ghjkouytescv","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6796875021581124614","7644669892808950541","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7354041910157115438~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea61f93c&x-expires=1780200000&x-signature=kMB5oIpWk5xSGNQdk9i343LH6VA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"El PRIAN firmó los acuerdos del mundial y Movimiento Ciudadno es lo mismo","405","44","2026-05-27T02:22:48.000Z","caquecacaqueca","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6877526689677984770","7644391231409537809","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7244640253054484486~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d04667ba&x-expires=1780200000&x-signature=LYE2H%2Bhbmk6FngosyihzRpEhHck%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Nada que ver una cosa con la otra","21","36","2026-05-27T17:53:22.000Z","c7van","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7595088442796131348","7644631171703472914","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f01dbc819509f992dbe11d98965568a4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0f46ce72&x-expires=1780200000&x-signature=z3vRCDdsve1C2QVBe%2BP%2BAI4TKaA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"el mundial no trae ningún beneficio al país anfitrión, solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial","277","9","2026-05-27T03:35:47.000Z","jordy.q88","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7487776038735709200","7644410137633424136","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4d983dc784b445d710be2fcff9615f78~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f86a9216&x-expires=1780200000&x-signature=EPBBI3oUsjWlLgAnMzhZLXA9zJE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"[Sticker] igual el mundial mexico no va pasar de cuartos","73","2","2026-05-27T23:13:24.000Z","chagox01","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7436591484339684407","7644713590562145032","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e7251f27f1de86cb95488cd52f9ef271~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=594156a6&x-expires=1780200000&x-signature=PpukJ6Gzt4qjH4bpCOSsR4%2FLQlg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"señor porque no decían nada antes porque haora 😡😡","9","14","2026-05-28T21:17:32.000Z","chaparrita7272","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6934805992995947525","7645054811809350431","https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e340c4d0&x-expires=1780200000&x-signature=y0I6Dncomm86fyA9XjJdWa1HRzE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Es que, el mundo se acaba para unas personas y sigue para otras, los que no tienen problemas si desean el mundial, lo siento en verdad por los que una tristeza o injusticia hará que vean al mundial como un gasto innecesario","9","13","2026-05-27T21:19:24.000Z","davidsinners1","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","6938583196548875269","7644684221105586961","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b35234f8c68f4727fb660dc8962409f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83c7e777&x-expires=1780200000&x-signature=aSIn%2BcLcfdwMuKV1%2FI3H6zHyqaY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"pero ellos no tienen la culpa","12","23","2026-05-27T02:55:59.000Z","alex619177","https://www.tiktok.com/@ajplusespanol/video/7644374184180616456","7257234662044206086","7644399840735298324","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/97ee4c4e7be8b11a0f4d0bd40cc27f8c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0254837a&x-expires=1780200000&x-signature=fOvnnlitdWde%2Bj%2BOC6TSZSX%2FTec%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"proteger a los Mexicanos:❌️proteger a los turistas:✅️","38638","56","2026-03-07T04:13:55.000Z","juanwp07","https://www.tiktok.com/@latinus_us/video/7614352986915163412","6786818025217213445","7614362089657926407","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c63af5a1603f8108497ec9866135214b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=588cfa59&x-expires=1780200000&x-signature=2lzhok0QI9nMxk43qyf%2BQwuAIWw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"osea que si pueden proteger 😳 pero no quieren😳😳😳","19538","63","2026-03-07T05:26:59.000Z","felixnietodiaz","https://www.tiktok.com/@latinus_us/video/7614352986915163412","7007547410969232390","7614380894523245319","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b3dd82cb20ab543452d82d4e68a1dcf7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=676fb556&x-expires=1780200000&x-signature=xp6sceSKtfe0mC%2FYX%2Br8MHwDSfY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Messi y Cristina llegando a México","3329","14","2026-03-07T05:31:57.000Z","artus_mores","https://www.tiktok.com/@latinus_us/video/7614352986915163412","6859777576920024069","7614382183163478804","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/525c24469808c36b904191e63f7ab468~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2bf87fd&x-expires=1780200000&x-signature=nX5ZPYlGz8s6kz2tZUptH0zFotk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"México protegiendo a todos menos a los mexicanos, ojalá no haya mundial neta","55421","86","2026-03-07T06:15:07.000Z","sweetandy91","https://www.tiktok.com/@latinus_us/video/7614352986915163412","7487065117100852230","7614393271847404306","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b3907725b529dd981fc67b0236c392cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=957db389&x-expires=1780200000&x-signature=hxo75%2BbCZVGv6Aef6JUHxa5XDa0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Osea están reconociendo que si pueden dar seguridad a México pero han escogido en no hacerlo todo este tiempo? este régimen es una burla","4972","58","2026-03-07T13:30:59.000Z","tony.3388","https://www.tiktok.com/@latinus_us/video/7614352986915163412","6782617432801575941","7614505658095829761","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bea3ac9de079fc6bec17aeda5636f868~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db2a5680&x-expires=1780200000&x-signature=sDxEfrSUnG9Kl9pMVZYj5ccd7No%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"la FIFA deberían de suspender el mundial en México","3950","56","2026-03-07T04:10:48.000Z","kleyver.torres","https://www.tiktok.com/@latinus_us/video/7614352986915163412","6921429491366822917","7614361201707795217","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/54305949fa9038179f9dfde31f8137fe~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=90e8452c&x-expires=1780200000&x-signature=blzdJazT4lNoDJnjtkv6%2BLMk3MY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Por qué no hicieron esto cuando Carlos Manzo pidió ayuda?","2374","42","2026-03-07T23:02:46.000Z","tatismafa","https://www.tiktok.com/@latinus_us/video/7614352986915163412","6796530819793617925","7614652976761848594","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a5722b0f8f12993856c1463cd1bbf0d2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d2a3b453&x-expires=1780200000&x-signature=giCu9Of%2FXK9EQ%2Bom9RYNjYw3wis%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Hablando mucho de México y un pais vecino esta en guerra","8946","69","2026-03-07T03:42:16.000Z","antovi13","https://www.tiktok.com/@latinus_us/video/7614352986915163412","6806665314949940229","7614353906841289493","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7323626900994621446~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7ca67d2&x-expires=1780200000&x-signature=cr8R7NggJQ5NVySg1csE2NqN2i4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
