,comentario,rango_humano
55,y si ponen más seguridad,2.0
56,y cuantos millones costaron,3.0
57,es que necesitaba mantenimiento no remodelación,2.0
58,es interactivo así sabrás cuando esté lloviendo afuera me da risa,2.0
59,jajajajj,3.0
60,si el metro no sirve imagínate los baños hay nooooo por dios,2.0
61,ni un año les doy,2.0
62,,3.0
63,casitas premium,2.0
64,esos candelabros son para que nos teletransportemos como en harry potter,3.0
65,omg ya eres toda una famosa,3.0
66,se está hundiendo el titanic,2.0
67,la neta está bien siempre hago en la calle pipi me da risa,3.0
68,,3.0
69,creen que los candelabros evitarán que no se den cuenta de las deficiencias en el transporte colectivo,2.0
70,mejor pongan botes de basura en los metros luego se quejan que hay basura en todos lados,2.0
71,me da risa es para poder llenar las estaciones de agua me da risa,2.0
72,ni los baños públicos tendrán activación económica me da risa este mundial es solo para unos cuantos,2.0
73,me da risa,3.0
74,pero dicen no lo hubieran cuidado antes y cuando han visto todo grafiteado y lleno de basura el metro los daños que tiene el metro en general son debido al uso de millones de personas y de años sin mantenimiento alguno,4.0
75,las nuevas cabinas de los,3.0
77,,3.0
78,me da risa dios quiera que llueva en los partidos del mundial para que mundo se dé cuenta de lo que vivimos diario entre tráfico inundaciones y goteras,2.0
79,el gobierno es un chiste,1.0
80,2 semanas faltan,3.0
81,,3.0
82,lo peor del caso es que lo van a terminar meses después y no le van a volver a meter mano hasta que suceda una tragedia tipo l 12,2.0
83,quieren tapar la realidad como el sol con un dedo,2.0
84,,3.0
85,está bien porque sale más caro la multa por orinar en publico,4.0
86,se pasan que es para que el mundo no vea como se cae el país a pedazos ya todo mundo sabe,2.0
87,la gente nunca cuida nada asi que,2.0
88,yo creo que usarán el poder mexa dejar todo para el día de entrega de la tarea y sacar 6,3.0
89,todo tiene filtraciones y mejor hubieran comprado más trenes y arreglado el cableado,3.0
90,deberían repavimentar buscar calles que están en condiciones deplorables eso nada más es desvió de recursos,2.0
91,y cuando pasen los 15 minutos se queda encerrado,3.0
92,en lugar de gastar en tonterías deberían dar mantenimiento real al metro,2.0
93,exactamente esas goteras son de miedo hace unas semanas pasé por la estación pino suárez y justo en el tramo de la correspondencia se vino una parte del techo acompañada de agua y cascajo en allende se vinieron unas vigas y a gente que iba bajando otras subiendo les cayeron encima las vigas lo de menos es lo espantoso que están dejando las estaciones si no el peligro al que a todos nos está exponiendo el gobierno obvio un ingeniero lo puede explicar mejor pero lo que han hecho es tanto como quitarle el alma a un zapato qué dios nos cuide a todos,1.0
94,uyyy y cuanto le costará a los de la cdmx esos baños serán permanentes o solo por lo del mundial,2.0
95,ya le quitaste el encanto,2.0
96,para que todo cambie se tiene que empezar desde nosotros desde el pueblo pero lastimosamente tanto el gobierno como las personas son un problema claro no todas pero la delincuencia la mala gente todo eso no lo podemos evitar de un día para otro triste lo de este país tan hermoso pero a la vez tan malo,1.0
97,méxico mágico,3.0
98,obviamente no van acabar hijo,2.0
99,y gasto miles de millones,2.0
100,para que después lo sirvan para nada,2.0
101,es propio del estilo renacentista,3.0
102,,3.0
103,por 5 pesos que esperas que te den una botella de agua y un aperitivo,4.0
104,algo no cuadra,3.0
105,siiii para un rapidín,3.0
106,mejor que pongan más cámaras de seguridad,1.0
107,hay que hablar de esto ruvalcaba,3.0
108,nuevo spots para stickers,3.0
109,,3.0
110,cuánto a que los olvidan y después ni van a servir,2.0
111,su gobierno que no invierte en las verdaderas necesidades de del país que se gasta el recurso en los viajes de su bancada,1.0
112,me parecen bien porque al final también nosotros los vamos a poder ocupar pero si está ahí el detalle de su mantenimiento,4.0
113,qué horror,1.0
114,cómprate tu carro para no padezcas esos inconvenientes y viajes como mejor te plazca,3.0
115,en otros países hay baños públicos de alta tecnología nosotros los necesitamos no estamos preparados para tenerlos no méxico siempre corriendo antes de caminar,3.0
116,que estupidez me da risa,1.0
117,por todo se quejan comprense su carro mejor yo voy bien cómoda jsjsjsj,3.0
118,los hubieran puesto 1 dia antes la gente no cuida nada a ver como quedan después,1.0
119,que pena da que su preoridad sea poner sanitarios que insumos y medicamentos en los hospitales,2.0
120,como los baños de la línea 12 que están clausurados,3.0
121,y nomas deja que llueva y se veran mas chidas las fuentes,2.0
122,para que cobren 10 como ahora ya en muchos lugares sucios y el papel aparte,1.0
123,y pregunta cuánto costara,3.0
124,buena iniciativa,5.0
125,gente tendremos titanic 2 en méxico claro que si próximamente en envivos de tik tok,3.0
126,,3.0
127,que arreglen las calles,2.0
128,de verdad esperaban algo distinto lo hizo la 4 deformación,1.0
129,las goteras del bienestar,2.0
130,son faroles y de hecho tienes razón lo que debieron remodelar no lo hicieron,2.0
131,la cfe robándole a la nación de la cfe,2.0
132,y si mejor tapan los baches y invierten en seguridad,1.0
133,es que esa es la fuente bro que no estás viendo,1.0
134,la del zócalo está de la vrga ni abierta estaba,1.0
135,mejor que inviten los boletos para la final de cruz azul vs pumas,3.0
136,los candelabros de la época de porfirio díaz,3.0
137,,3.0
139,,3.0
140,pues ya lo hubiera dejado en 5pesos,3.0
141,se ve más económico,3.0
142,que oso pero dudo que la gente que pueda pagar un boleto para el mundial se traslade en metro me da risa,3.0
143,cuando realizarán algo bien,1.0
144,gastan en puras tonterías y lo que deben hacer no lo hacen gobierno de 4ta,1.0
145,apoco si creían que morena iba a hacer obras de calidad ya maduren,1.0
146,dicen los gobernantes que para el próximo mundial sin falta,3.0
147,esto es una locura de corrupción clara brugada ciudad de méxico,1.0
148,15 días tienen,3.0
149,lo vi en,3.0
150,que caray no duró ni para el mundial,2.0
151,la cosa es que van a entregar y así lo van a dejar para el siguiente,3.0
152,recuerden mis palabras después del mundial no van a funcionar regularmente,2.0
153,es una vergüenza,1.0
154,remodelacion a medias igual que en las calles de la cdmx,2.0
155,también colocaron cascadas artificiales instalaciones de primer nivel,2.0
156,en auditorio apenas la van a terminar y quedó mejor que bellas artes,3.0
157,como dice la señora solo va a ser por el mundial después hasta van a cobrar,1.0
158,así es ocapa brukk,3.0
159,alch q bueno que no quede,1.0
160,la primera marcha en la que se les ocurra voltear a ver los candiles lámparas o vitrales y ya era el metro se debe planear para lo que es mover masivamente a gente de manera segura y eficiente esto no abona a esa misión,3.0
161,ya después los quitan me da risa,3.0
162,nada les embona,4.0
163,había ofertas en galerías el triunfo,3.0
164,2 semanas,3.0
165,maquillaje del bienestar,2.0
166,,3.0
167,me da risa gobierno ridículo que el mundo se entere como nos tienen,1.0
168,que elegancia la de juuuuuaaaatttt,3.0
169,lo q no sabes es q esas goteras son parte de los adornos,3.0
170,nmmn hasta ahorita se dan cuenta si desde que empezaron ya se sabía que no iban a terminar,3.0
171,falto pintura morada,3.0
172,jajajajajaajajaa es neta que pusieron eso en el metro no mms,3.0
173,,3.0
174,esta quedando con madre la escenografía,4.0
175,a que partido te vendiste cuánto te pagaron,3.0
176,yo ayer en la estación hidalgo esperando el metro viendo como goteaba el techo,3.0
177,y las calles y carreteras como para cuando,2.0
178,me recuerda aquel conocido refrán candil de la calle oscuridad de la casa,3.0
179,renuncia clara brugada,1.0
180,la primera señora tiene toda la razón,3.0
181,el metro es subterráneo y está en medio de un túnel de bajo de la tierra y todas las líneas del metro son así,3.0
182,jajjajajaj,3.0
183,me da risa,3.0
184,no sé porque permitimos estos desfalcos innecesarios cuando en el país hay otras prioridades entonces si hay presupuesto pero el gobierno de no lo suelta porque le vale madres el país y su gente,1.0
185,que t valgaa,1.0
186,solo por el mundial,2.0
187,de hecho pense que era el unico que se dio cuenta del tema me da risa,3.0
189,no gracias,1.0
190,cómo si con pintura y loseta nueva fueran a avanzar más rápido los trenes,2.0
191,eh ey ey porque no hay un ajolote ahí y por qué no está pintado de morado,3.0
192,ningún chile les embona que si está en reparación que si esto que si el otro que por qué mejor no lo cierran que por qué lo cierran sabes realmente que el metro jamás puede parar su servicio ya que es el trasporte de millones de personas y el darle un mantenimiento muy profundo requiere de mucho tiempo ahora el metro está fuera de servicio desde las 0 00 hasta las 05 00 am en 5 horas diarias es imposible dar mtt muy profundo,4.0
193,y las coladeras trampa para cuando,2.0
194,y no sería mejor que den mantenimiento o modernicen los semáforos de la ciudad,2.0
195,que metro es,3.0
196,nmms nada les embona,4.0
197,dejaron las fuentes modernas,3.0
198,la primera señora tiene toda la razón,3.0
199,y justificaron millones de pesos gastados me da risa,2.0
200,gobierno,3.0
201,yujuuuu para los choferesde app me da risa,
202,saldrán con la excusa de q era una remodelacion muy aparte del mundial,
203,,
204,puro gasto inútil,
205,un nuevo crusing,
206,cuando estaba lloviendo yo una vez me iba a caer a las vías por que me resbalé por evitar esas tablas,
207,nada nos parece,
208,como no siempre se necesita los baños públicos,
209,nada les embona,
210,el metro necesita mantenimiento no lámparitas bonitas,
211,ese gasto es inesesario porque después de unos meses no le van a dar mantenimiento y aparte eso requiere de sanitización,
212,mejor que recojan realmente la basura que hay en las calles,
213,te imaginas cuanto supuestamente gastarían en arreglar nadamas una parte así v dirían q ocupan unos cuantos billones y aún así haber si queda v pq es difícil yo digo pero aún así v en una de esas por la humedad pierde sus propiedades para cargar tanto peso para el q fue diseñado y sacas q se caiga mms,
214,que elegancia la de francia y las goteras pa,
215,mejor q arreglen los elevadores y las escaleras eléctricas del metro y metrobus,2.0
216,ni hay agua,
217,hasta eso les van a quitar a los comerciantes,
218,sí se quejan cuando el metro cerró para la remodelación visual ahora si tuvieran que reparar todo desde cero imagínense estuvieran peor,
219,no nada más por el mundial todos esos sanitarios los deberían de poner en cada transborde de las líneas del metro de la cdmx,
220,ojalá las personas que viven en las calles no se adueñen de los baños y las conviertan en su hogar,
221,porque no ponen botes de basura en toda la ciudad y arreglen todos los el pavimento y tuberías de agua,3.0
222,estan como cuando se les esta botando la pintura porque tienen humedad en las paredes y dicen que poniendoles sellador y una pintadita queda bien,
223,muchas gracias por tu reporte joaquin,
224,la apuesta es que no llueva en el mundial,
225,las estupideces de los gobiernos de morena no tienen límites,
226,esos sanitarios se saldrán de control estará apestosos,
227,gobernado por morena,
228,3 mil millones de pesos costaron seguramente y se embolsaron más de la mitad y van a costar más de 30 pesos el acceso,
229,este gobierno pura estupidez,
230,es una cascada muy top muy fina para que cualquiera le vea el potencial muy como en dubai,
231,se pasaron yo me imaginaba más moderno el metro que iba a quedar pero no así,
232,puras apariencias,
233,mejor inviertanle más al metro porque siento que cada vez está peor,
234,y las escuelas y hospitales para cuando,
235,,
236,me da risa,
237,n necesito q vayas,
238,línea 1 tiene puros plafones oxidados por humedad rubalcaba también nosotros maltratamos las estaciones con humedad,
239,y si mejor arreglan los hospitales ponen mas camas por que nunca hay dan medicamentos e insumos,2.0
240,dios ya quitales el poder,
241,no lo entiendes es el toque de humildad que todo burgués necesita,
242,shhhaaale,
243,gobierno ignorante mejor que arreglen las goteras,
245,si estuvo bn siempre me ando cagando en los baños,
246,y los hospitales hasta sin reactivos para hacer un laboratorio de gabinete básico,
247,,
248,que burla como todo en este gobierno,
249,la gente dice no me gustan prefiero cagar en una bolsa,
250,es la gealidad dul tegceg monde chingona la decoración y el servicio de calidad para cuando,
251,me da risa es para sentir q estas en venecia entre lujos y agua,
252,,
253,,
254,siento que no lo van a terminar y van a usar el pretexto de que en realidad las reparaciones no eran para el mundial sino para el pueblo bueno,
255,,
256,para puro turista y los ricos,
257,cómo si valiera la pena,
258,están buenos para el cruising,4.0
259,si lo terminan pero quedarán muchos detalles,
260,no me reuso a usar algo que dejo el malvado don porfirio sarcasmo perdoneme don profirio por cierto la lampara combina con la cinta aguas con la pared y las aguas en los techos,
261,si el peor gobierno bola de corruptos miserables,
262,se hizo rápido la remodelación nunca dijimos que bien,
263,eso es normal son filtraciones de agua por que es subsuelo,
264,clara y si mejor arreglas los baches y pones mayor seguridad es lobque necesitamos,
265,y las cascadas y goteras para cuando,
266,mejor la ajolotera esa que vea los baches caray,
267,y la línea a cuando ah no que a iztapalacra no vienen turistas,
268,y si mejor nos ponen más seguridad,
269,,
270,toma taxi,
271,al rato va a estar abandonado sucio y con basura,
272,mejor no hagan nada,
273,y si mejor lo cancelan,2.0
274,pasara lo que con los bebederos en los metros solo el gasto y ya,
275,las fugas pa cuando,
276,lo peor cuando pase el mundial lo van a dejar así los creo muy capaces,
277,inviertan o no siguen jodiendo todo les molesta que horror,
278,no al mundial por el ebola,
279,cuantos millones costarían esos candelabros de temu,
280,no alcanzo el presupuesto para hacerlo bien,
281,siguen las simulaciones hicieron como que remodelaron y a la primera de las lluvias ven lo obvio lo mal hecho,
282,es para que sientas que vas caminando con luz de los candelabros bajo la lluvia al puro estilo europeo,
283,son cascadas para dar el toque de la francia de los grandes jardines con fuentes,
284,pero si ya existe reforma 22,2.0
285,al chile que bueno,
286,hay prioridades quedar bien en el mundial,
287,creo que en portales van poner como tipo pista de baile,
288,esas madres ni van a durar 6 meses,
289,neta hay cosas más necesarias,
290,esas goteras tienen tanto tiempo qué ya daño el cemento del piso se nota en la huella,
291,me recuerda a las mamás no todas cuando va a llegar una visita limpian toodo a fondo la mejor vajilla los manteles mas lindos copas etc pero cuando no hay visitas usan la vajilla ya despostillada los vasos desiguales los manteles viejitos etc algo asi esta pasando pero a gran escala,
292,puro gasto infructuoso pero bueno como no es su dinero,
293,y las inundaciones fuera del metro ni se diga,
294,ví un meme de esos candelabros y pensé que era una broma y no si pusieron,
295,,
296,ya quiero ver el costo al que se los vendieron a brugada,
297,por qué quieren aparentar lo que no es,
298,las prioridades del metro están igual a mi economía,
299,puesi q ganan con gastar dinero en eso con quién quieren quedar bien y eso es poco por loq hayq hacer por los metros hospitales parques xxxxxx,
300,el auditorio ayer todo parecía la esperanza pero sin luz no mmn,
301,no words,
302,les digo que este gobierno es una,
303,como el mismo gobierno se roba la luz,
304,15 días y ya hicieron su mmda te apuesto que ni lo van a terminar y lo van a dejar a medias,
305,yo solo juzgamos y juzgamos como si fuwramos perfectos avwces si hay gente que cae mal se creen perfectos,
306,cómo no un parchecito por aquí otro parchecito por allá y nadie ve los daños sarcasmo,
307,uffas nuevos lienzos,
308,me da risa no mms,
309,es para darle el estilo vintage,
310,no no no solo ve los candelabros,
311,parece zona de guerra,
312,lo peor esq las paredes de mármol las pusieron por encima de la pared de antes,
313,un poco de pintura lila y queda como nuevo,
314,y como pa que fue eso de los candelabros,
315,,
316,normal diran que entre en calendabro y la pinta dirán que costo 9 5 millones de dólares para justificar no te espantes,
317,debieron empezar desde el año pasado pero siempre procastinan,
318,pues yo una ves me cague para mí está bien,
319,la desventaja que el gobierno liberó los recursos a finales de marzo 2026,
320,no roban la energía ya está la instalación de cfe solo faltan los medidores eso pasa hasta en las casas no lo instalan de inmediato,
321,mejor deberían de ocupar ese presupuesto k gastaron en otras cosas k hacen falta para los k aqui vivimos,
322,están construyendo baños para el mundial pero no arreglan los baches o las fugas de agua de hay en la cuidad,2.0
323,me da risa si donde quiera hay goteras y eso que aún no llueve en serio,
324,uno que otro usuario del metro,
325,para eso si ahí lana no pero para que aya agua y pavimenten para eso no ahí que poca tienen,
326,para que no los abran como los elevadores en puentes y metro,
327,exacto es lo que digo ese dinero que se gastaron millones de pesos en remodelaciones piteras que no eran necesarias y las vías los trenes las instalaciones eléctricas las goteras la humedad lo que sí es necesario,
328,no son goteras es una fuente natural,
329,está presidenta creo que estamos en el siglo 16 ya que siempre le echa la culpa a los opositores me da risa me da risa,
330,,
331,peña nieto se te extraña,
332,sin mantenimiento estarán en cuanto acabe el mundial,2.0
333,todo lo que gastan deberían de aumentar las pensiones de los s trabajadores del imss ni al mínimo llega,
334,cdmx es bien random,
335,no entendien que entre mas gente vengas mas gente deja su dinero aquí en mexico,
336,restos del prian,
337,en tres meses va estar alguien afuera de cada baño vendiendo dulces y cobrando 7,
338,la gente ni lo va saber usar,
339,ningún chile les embona,
340,,
341,,
342,seguro gastaron más de 5 millones por sanitario,
343,nmmn llueve mas adentro que afuera,
344,jajajjajaj,
345,mañana lo pintan de morado,
346,me imagino que habrá mucha gente de limpieza para todo lo que piensan poner,
347,salgo del metro puebla y no esta puebla dia 8 pidiendo este,
348,un mega desmadre,
350,,
351,creo que no se puede impermeabilizar la calle o si alguien puede decir que se puede hacer con su infinita inteligencia,
352,como que hacen eso para molestar a ciudadanos,
353,de q hay personas q nada les va,
354,ahí uno en revolución,
355,deberian llamarle estacion fuentes brotantes,
356,yo le doy 1 mes que van a durar,
358,todos con teléfono iphone en paguitos y recargas de 100,
359,yo no sé para madres arreglaron tantas estaciones y solo en lo visual xq lo verdadero importante q son las grietas como estás o los trenes,
360,eso es lo que deberían de arreglar las filtraciones de agua entre otras cosas,
361,a mi si me sirve si me ando cagando es entrandole jejeje,
362,hecho en méxico,
363,es decoración para el día de muertos pues que no están chig y chig que con tiempo se hace todo jjj,
364,se van a meter a dormir ahí los que viven en la calle por ahí,
365,y el ébola ama centros de contagio seguro,
366,nada les parece los baños públicos son útiles en todos lados a mí me ha pasado que tengo la urgencia de hacer mis necesidades como todo el mundo y no hay ni dónde ya ahí anda uno buscando una gasolinera o algún lugar en donde se pueda hacer sus necesidades y no hay ninguno,
367,oooh todo quieren me da risa,
368,,
369,muy bien lo que dijo la señora,
370,qpkm tiene el gobierno habiendo tantas pinches necesidades en el país y gastan en esto,
371,por que no arreglan las avenidas principales no que hay un buen de baches y la delincuencia cada dia esta peor,
372,señores no han visto la regadera que puso para lavar los trenes,
373,creo que el transporte demanda solución real en otros temas,
374,el claro ejemplo de que ningun chile les embona,
375,me da risa,
376,y si en los centros de salud nos dan sillas dignas para trabajar y material,
377,que ve vea 191,2.0
378,pensé que lo de los candelabros era broma,
379,exacto todas las estaciones están en muy malas condiciones esto son solo parches sus candelabros puro desperdicio de dinero,
380,desde que pasas los torniquetes,
381,,
382,el metro y la cuidad necesitan mantenimiento preventivo y correctivo no solo pintura el país necesita educación y todos necesitamos más cultura tamos bien mal todos y todo,
383,lo primero era arreglar los problemas que tenia tuvieron 4 años para hacerlo,
384,tranquila ahorita lo pintan de morado y le ponen un ajolote,
385,telediariomx ya sabemos el destino de estos sanitarios públicos quedaran en el abandonó u operando en precarias e insalubres condiciones,
386,tienen que aceptar que el problema no es solo el gobierno también la gente si el metro lo hubieran arreglado antes ya estaría todo pintado y maltratado,
387,composturas del bienestar,
388,claudia sheinbaum pardo partido morena,
389,y si mejor le dan el presupuesto a las escuelas y hospitales,
390,que bueno xq luego uno se handa c g nd y no hay dond tirarse el key,
391,dinero desperdiciado,1.0
392,pues que bueno porque mi trabajo es en campo y luego no encuentro baños,
393,,
394,o su restauración del metro auditorio y el resto de la línea horrorosa,
395,una prueba mas de que es una porquería este gobierno,
396,para que después huela horrible,2.0
397,alch que bueno,
398,que hartazgo con este gobierno,
399,ya lo sabíamos wey ntp,
400,es parte del arte y el surrealismo que tiene está obra,
401,el aicm está igual no van a terminar,
402,aquí aplica la de barrieron nomas por donde pasa la suegra jajajajjajaja,
403,ay sí y en unos meses va costar me da risa,
404,entonces si es muy parecido al titanic,
405,camara contraten más especialistas en los hospitales,
406,,
407,ya me imagino esos baños cerrados como los baños del metro bus teniendo que buscar a algún policía para que te pueda abrir,
408,lo remodelo bis chungus,
409,no sé no me convence es un estilo moderno clasico futurista mexicano ajolotes minimalista,
410,son fuentes hermosa es parte del estilo antiguo,
411,,
412,ay que si ya te escuchamos,
413,la gente nada les gusta y todo critican,
414,y pensar que para estas cosas me voy a dar de alta en el sat que coraje,
415,lo que van a durar,
416,sus candelabros de temu y su papel tapiz hoy en día por eso todos tenemos mármol en las paredes por qué nos cuesta 60 pesos el metro y viene en rollo de 10 metros lo malo que en el recibo van a poner candelabros forjados en italia y mármol traído de la minas de no sé total 500 millones,
417,es un gasto innecesario para la capital apuesto que pasa el mundial y los van a cerrar y jamás van a estar en funcionamiento,1.0
418,,
419,si we pero hay cosas más importantes que pintar metros para el mundial si no estuvieran arreglando también se quejarían jajajaj,
420,apenas le tocó a mi niño en pediatría y no había camas solo casos graves les asignaron los demás en sillas estaban canalizados en batita cansados de madrugada que difícil situación del país deberían invertir esos temas ya que todos los mexicanos aportamos para eso,
421,solo si te fijas michojajajajaja,
422,si los baños del metro siempre están cerrados,
423,o es una o es otra cosa para las dos no alcanza,
424,es la transformación de 4ta,
425,jajajajajajq no mmen,
426,y se sigue parando el metro a veces v,
427,muchas falta de mantenimiento para que los candelabros,
428,sin palabras,
429,y cuánto costó la suavicrema ósea el monumento a la corrupción y para que sirve,
430,y de hecho si llega a ganar en el siguiente pri o pan estará igual no cambiará nada eso es un hecho el metro está igual de siempre entonces cuál es la sorpresa aúna si todos mienten más bien ustedes que creen,
431,que absurdo,
432,y si mejor empieza por los baches que hay en toda la ciudad y las calles tan en mal estado,
433,termina mal,
434,yo no entiendo por qué subes esto es obvio que lo van a arreglar ni modo que se quede así,
435,es que a presión sale todo mejor,
436,por años mme y mme que pusieran baños públicos y ahora que los ponen siguen mmdo,
437,,
438,se pasan todo horrible,
440,él hazme reír para el mundo entero,
441,me da risa la tubería el reloj y el letrero entre otros me da risa,
442,es que es como el titanic ya se está hundiendo,
443,estuvo súper bien me agrada la idea,
444,en eso gastan los impuestos,
445,es parte bro es una mezcla de arte antiguo con arte moderno aestetic,
446,lo malo es q la gente no cuida las cosas,
447,,
448,pero ya esa estación es te etiqueta,
449,muchos faroles y candelabros y las goteras que,
450,ptm nada pueden hacer bien la 4t,
451,el que busca que hacer siempre va a encontrar y sobre todo cuando se descuido el metro pero con el cuidado que le demos estaremos más que satisfechos,
452,que buena observación entonces que cierre el metro el tiempo necesario para que arreglen todo y los usuarios empiecen a pagar sus taxis,
453,exacto y lo que deberían de arreglar no lo arreglan,
454,así decíamos del azteca,
455,pena ajena este gobierno en verdad,
456,mejor pongan botes de basura,
457,no puede ser que terrible un metro con 70 años le encontraron humedad devuelvan todo a como estaba,
458,,
459,y los medicamentos en insumos en los hospitales para cuando,2.0
460,súper bien por que se ocupan luego te andan multando por orinar pero tampoco no hay baños cercanos,
461,eso tiene años nadie ha hecho nada para reparar las filtraciones,
462,méxico no está preparado para ese tipo de infraestructura,
463,,
464,no bro es que ahora estamos hablando de fútbol,
465,es que la gente por que no entiende que es mas importante que se vea bonito a que funcione bien,
466,cómo me imagino que paso x señor hay filtraciones y goteras no cree que es mejor arreglar eso x no quiero que pongas mis candelabros que tenga esas vibes de la realeza,
467,las calles con pinches coladeras destapadas baches y hoyos por,
468,lo que pasa es que amlo no estaba seguro de que ganaría las elecciones del 2024 y obvio no iba a hacer algo que otros gobiernos iba a terminar cuando gano claudia ahora si se pusieron a hacer las cosas se le llama mezquindad,
469,no hay medicina en los hospitales pero esto es importante,
470,se quejan pero no cuidan las cosas,
471,si se hubiera remodelado hace un par de años ya lo hubieran destruido,
472,me da risa es parte de la atracción,
473,arruinaron la línea azul,
474,servirán para el crujin,
475,así como los elevadores del metro metrobus inservibles que solo están arreglando por el mundial,
476,lo que tú no entiendes es que son las famosísimas grutas del antiguo d f,
477,wey que bueno que van a notar baños luego me ando cagando y no encuentro algo rápido,
478,pues no creo que los que vengan a ver el mundial entren alos baños,
479,yo esperando el metro jajajjaa la goteras me da risa,
480,de los trenes ni hablamos,
481,me da risa,
482,cómo siempre obras de 4ta,
483,no lo hicieron antes porque sabiendo como somos los mexicanos no iba a durar ni el año,
484,awebo otro lugar para embarrar todo gracias méxico,
485,los partidos de fútbol del mundial se van a jugar en los estadios no en el metro,
486,los nuevos hoteles económicos,
487,también pinche gente quiere que le hagamos todo el pueblo también es el reflejo del gobierno,
488,todos esperando,
489,con que presupuesto de mugre le van a dar mantenimiento electricidad de donde quien va a pagar eso todos van a baños publicos sin costo,
490,fui a mi centro de salud zona amecameca y no hay medicamentos desde hace un mes pero qué tal esto,
491,,
492,me da risa me encanta pura pantalla mundialista,
493,van a ser todo menos baños me da risa,
494,la línea uno trenes nuevos tren ligero nuevo trolebuses nuevos camiones nuevos el metro a un te cuesta 5 pesos y te quejas jijijiji,
495,me da risa pues como siempre no más nos dan atole con el dedo y así varias estaciones con fugas de agua,
496,no era necesario hacer tanto desmadre para 5 partidos moleros que va ver en el 86 en neza hubo 3 partidos del mundial y las calles aledaña al estadio no tenía ni pavimento solo la principal,
497,pues no lo uses con tus 5 00 vete en uber,
498,en lugar de baños alumbrado baches,
499,y si mejor se cancela el mundial por el brote de el ébola méxico no está preparado para algo así y la presidenta lo está minimizando,
500,ya hicieron el mega gasto cuiden las cosas,
501,,
502,hay esos baños desde hace años en paris por ejemplo,
503,eso no estaba en el presupuesto jijijijjii,
505,yo creo que yá quieren subir el metro pará pagar esos lujos,
506,hay presencia de humedad en esa área y es precisamente porque la cdmx se está hundiendo sé que no lo van a comprender lo más simple es decirles que eso no se va a ir,
507,ni mundial debería de a ver así como está la situación de las enfermedades que se están propagando,
508,que la gente los cuide,
509,es que es parte de la decoración,
510,a mi si me gustaría pero en puntos estratégicos donde no allá baños porque por ejemplo en el trole elevado haria falta y deberían de poner varias no sólo en donde será el mundial,
511,dejemos que pongan todo lo que quieran pero cuando empiece el mundial a sabotear todo,
512,9 años,
