,text
169,[Sticker] Manifestación..?
170,Me iba a quedar en mi casa para evitar tumultos pero ahora como que se me antoja sacar plan con mis amigos durante todos los días de la temporada del mundial
171,que me pague el día en el trabajo y no salgo ni a la esquina
172,me dieron ganas de salir mucho en junio 😁
173,Normal mente ando en mi cueva pero esos días estaré en la calle todo el prro día
174,me gusta la idea pero solo si se pagan esos dias en los trabajos como dias de vacaciones
175,😭😭😭😭😭 Y LUEGO A MTY 😭
176,no manches presidenta y como los vaz a mandar a cuidar mejor q sea en otro lado mi México es hermoso y ahora está en tinieblas
177,La neta nose porque Mexico se sigue estando en el top paises mas visitados del mundo y vienen literal de Europa y varias partes del mundo segun estatisticas apesar de saber lo Inseguro que es siguen yendo
178,De eso si tiene información y hasta con detalle la señora pero qué tal de la inseguridad.
179,"Me alegra, y verán en lo que convertiste México."
180,a cerrar estadios
181,no pudo brindarle seguridad a 1 y ya va quererle ofrece seguridad a todos ellos jajajajajajaja
182,vivo en México y tengo miedo de salir jajaja
183,Ya quiero ver a esos Futbolistas 🥴🥴🥴
184,chin tiene que hacer un fuerte gasto para el mundial ojalá que con eso se pueda recuperar la bolsa
185,"Ahora resulta que estar vivo en México es ilegal.
5.5millones me va conocer !
Que maravilla !!"
186,Cancela el mundial o lo vamos a echar a perder !!!
187,para 10 partidos
188,ya los contó o que?
189,La marina de estados unidos va a visitar a Mexico 🤔
190,wao que padre
191,Mejor iré a usa a verlo
192,y de los baches después hablamos verdad
193,[Sticker] yo tengo otra idea
194,[Sticker] que salgamos ya dijo
195,Se me hace una falta de respeto✨
196,"y si mandamos una petición a la FIFA para que no haya mundial en México? cómo protesta, digo"
197,me están dando más ganas de salir ahora no se porque
198,[Sticker] Que salgamos dice
199,De repente me dieron ganas de salir 😁
200,"que le pasa, iba a aprovechar para salir más jajajaja"
201,😂😂😂😂 si ella le va a pagar el salario a mi mdre entonces si
202,Nmms jajaja
203,"que te parece si previo al mundial optimizan los sistemas de trasporte para que la ciudadanía y los turistas no sufran por tráfico y otras averías constantes del trasporte público y vialidades, absurda!"
204,Yo ni caso le voy a hacer
205,"perdón!!??
cómo esta eso???"
206,q salgamos dice
207,que salgamos diceee
208,[Sticker] De huevos me voy a salir
209,no sé quién voto por ella
210,ni mi casi nada me ocultó así
211,ya ni mi ex cuando m presumio en cf💔
212,Entonces no van a ir a trabajar? Todo estará cerrado?
213,"Como que ya me dieron ganas de trabajar e ir a la oficina esos días, y lo mejor está a la vuelta del estadio 🫶🏻😉"
214,"no pensaba salir, pero ahora me lo tome personal"
215,creo que dijo que si hay que salir para disfrutar con los turistas eso dijo
216,si me dan el día en mi trabajo va
217,"nos pagarán por eso, yo me apunto, si me van a pagar bien"
218,pues si me.pagan y vacaciones pagadas ni salgo 😎
219,Depende si me pagan ni me asomo fuera de mi casa
220,Como que me dieron ganas de salir de mi casa
221,yo voy a salir con mi familia y amigos!! aunque no tenga a que salír!!
222,me han dado ganas de turistear mi ciudad con todos mis amigos y familia😳
223,Que salgamos todos dicen!!!!
224,"no lo dijo exactamente con esas palabras, pero es lo que dió a entender"
225,cuando pensó que era buena idea? 🙃
226,No sería mejor reparar el metro para que todas las líneas y las unidades estén en funcionamiento.
227,[Sticker] cómo no soy de la ciudad soy turista no?
228,"no,no y no"
229,"no hay que ser groseros, me dice mi mamá que cuando haya visita tengo que salir a saludar"
230,"Ojalá cancelen la FIFA, a menos de que hagan algo con su narco gobierno"
231,Como le van a hacer para darle servicios.?? El aeropuerto apenas puede mover a los locales
232,Que acaso la FIFA no lo cancelo y va hacer ahora en EU 🤷❓
233,No qe la FIFA lo había cancelado?
234,se han dado cuenta que cómo quieres sabotear el pri y el pan los eventos y así todavía creen que alguien va a quererlos tener en la presidencia
235,Ni mi ex se avergüenzo tanto de mi
236,viva mi presidenta
237,la FIFA ya cancelo por mucha inseguridad en México
238,"LE PREOCUPA MAS EL MUNDIAL LA SEÑORA, QUE EL PAÍS ESTA MAL"
239,Y todos los ingresos los utilizará para abastecer hospitales y personal médico o lo seguirá regalando a los ninis ?
240,ya les diría que es mui inseguro
241,mil veces aldita Claudia
242,"En el aeropuerto de Felipe Angeles, esperé mi vuelo nos más por 28 hs."
243,y va a ir a tulam 🤔
245,con la inseguridad no creo
246,2 de octubre no se olvida
247,o creo con tanto desorden que hay
248,Mejor le hubieran puesto aeropuerto Maximiliano de Habsburgo o Aeropuerto Emperatriz Carlota
249,y a esos si los va a cuidar o como a los mexicanos????
250,"México no , lo quieres tu 😂"
251,no creo vengan muchos después del sorteo pues puro relleno y ninguna selección importante vendrá
252,Ya un político habla de eso?… esas noticias son para canales de noticias
253,"9mil millones de pesos??? y que pasa con las calles, baches, mejor que invierta en las calles remodele bulevares"
254,No gracias
255,el aifa
256,Tendremos más visitantes que EU y eso es por que la mayoría quiere visitar México 🇲🇽
257,será el mejor mundial y el pais muy hermoso
258,Y pur culpa de la disque presidente ya no se va hacer
259,como se atreve si esta viendo el pais como esta
260,hay weyyyyy
261,En conclusión tendré más dinero y como es obvio no lo compartiré con el pueblo
262,a si como está la seguridad no creo
263,manifestación ya yeaaaaaa
264,"Si por eso quiero salir, para ver gente diferente 😂😂"
265,"cosas que literalmente nunca dijo
🙄🙄😂😂"
266,va ser el mundial más aburrido sí es que no pasa algo canónico
267,lo que dice es que ese día los niños no tengan clases y que la gente trabaje en Home Office para que puedan disfrutar del mundial
268,Ok que salgamos pues
269,apoyo lo de trabajar en casa... para mi trabajo paso por el Akron y es un caos cada que hay partidos/eventos
270,Que ese día no haya clases? Porque el futbol es tan importante .
271,ora! pues si vamos a salir y hasta más 😏😁
272,fijate que no estaría mal yo trabajo de didi podré aaer home Office desde mi casa
274,"Pon el video o la nota , un foto con un escrito como prueba ? 😂"
277,por eso suspendieron las clases? 🤔
278,"Ps tiene un punto, si todos salen imagínate el desastre que causaría la hora pico"
279,que agamos una marcha dicee!!😅😅😅
280,"Si eso significa Home Office, por mi, Fabuloso 🫶"
281,q me pague y no salgo
282,y mi me darán home office esos dias asi por mi bien
283,Si no te cancelan el mundial 🤣🤣🤣...
284,El Peso de la Copa
285,Es broma verdad 😂
286,que estupidez dijo
287,pues mientras me paguen mis días de trabajo yo con gusto me quedo a descansar a mi casa 🛌
288,déjame adivinar es otra frase sacada de contexto verdad?
289,y ahi que se puede hacer?
290,"Suban la información bien, si lo dijo por escrito suban las capturas, si lo dijo en un en vivo suban la parte del en vivo. Si van a informar, informen bien."
291,concuerdo con ella
292,y de a cómo estamos hablando? 😅
293,Soy de Perú
294,Mientras me paguen mi salario no hay pex me quedo en mi casa
295,entendido! que salgamos todos ❤️
296,Mate eso nunca pasó
297,con más razón voy a salir
298,JAJAJAJAJAJAJAJAJAJAJAJAJAJ
299,Cuba?🇨🇺
300,"wey yo no soy de la cdmx, pero el día del mundial viajaré allá con toda mi familia 😁"
301,jajaja nunca dijo eso jajaj
302,[Sticker] Que hagamos fiesta al lado del mundial dice
303,[Sticker] ¿QUEEEEEE?
304,[Sticker] Yo cuando salga a ver a los turistas
305,que salgamos dice
306,[Sticker] oilaaaaaa
307,que hagamos desfile dice
308,perdonen cuando es el mundial?:(
309,"La cancion de ""la carencia"" de panteón rococo fue lo único que se me vino a la cabeza al leer esto"
310,"Sale, entonces me muero de hambre"
311,"JAJAJA, wtf"
312,Que salgamos dice 😎
313,jajaja y luego...?
314,keeeeeeeeee ?😳
315,Que?? Nosotros somos el atractivo 🥰
316,no haremos caso 😂
317,lo más gracioso que dijo qué vara movilizar en transporte público o a los turistas
318,"Pero si solo habrá 13 paridos y varía de local de México , dudo mucho con todo respeto que haya más de 1 millón de personas"
319,No creo
320,con las ganas sequedaron ya esta confirmado no habrá mundial en México la culpa la tiene la presidenta por la inseguridad que se vive
321,si tan solo hubiera empezado el aeropuerto de peñas nieto otra casa sería.
322,"cuántos dices que vendrán ???
dime"
323,K dijo
324,y que vas a hacer con todo ese dinero?
325,Que Miedo🤣🤣🤣🤣🤣
326,😂orale que descanses
327,No mija ya es diciembre.. el bono y pues no marcame enenero
328,uuufffff!!! que complicado si en México desgraciadamente la inseguridad es el tema más importante
329,Si la FIFA está considerando quitarle la cede por la inseguridad jajaja que se puso a hablar
330,Que miedo ir a Mexico es uno de los países mas peligrosos de latinoamerica
331,ya cancelaron El mundial para mexico ya esta confirmado los partidos seran en estados unidos y Canada en mexico no ay seguridad
332,Parece perfecta idea para desviar la atención 💀
333,Valió venga eso
334,pues por ahí dicen q la FIFA ya no quiere ir a México
335,Que miedo ir al mundial a México
336,solo al verla 😡
337,también van a detener las construcciones que están sobre paseo de la reforma
338,cómo e dicho no porque sean de Morena quiere decir que son buenos políticos. eso hubiera pesando antes de el mundial como solucionar ese problema
339,a vaya en nuestro país ya no vamos a poder salir 🤔🤔🤔
340,si me dan para ir de vacaciones yo con gusto me largo los días para los que me alcancen
341,que salga? bueno
342,Qué? Porqué? 😳
343,[Sticker] jajaja
344,Que dice Helen? 😳
345,"Disculpa soy Mexicana, que no me quedé en casa YO así entendí 🤣🤣"
346,Que me vale y tengo que ir a trabajar dice😂
347,"Es que no van a terminar los arreglos del transporte a tiempo y no vamos a caber en los rtp, metro ni Mexibús"
349,que van a cerrar reforma que que
350,bueno empiece por cancelar las citas en imss
351,Que salgamos todos dice 😂
352,[Sticker] Espera.... Qué?
353,"a caray, y quién nos va a mantener."
354,eso antes debieron de preveer
355,no debe haber 😡
356,En Mty el samuel tambien dijo algo asi 😅
357,Jajajja me sentí como bebé paloma escondido por que le avergüenzo a mis padres jsjsjsjs
358,Jajjajaja wue no mameeee
359,jajajajajaja suerte con las empresas que hacen producción
360,"lo tomaré pero me ofende muchísimo
y por que no dejarlo así después del mundial?"
361,y quién va a poner el ambiente 🙆🏽‍♀️
362,ya escucho jefe... que no voy a poder salir😅
363,En Jalisco van a suspender clases para que no haya tanta gente en la calle 🫠.
364,Sólo me parece bien lo de las escuelas por temas de seguridad a los niños
365,"El tren que menciona que está por el AIFA, es tren que viene de Pachuca?"
366,sorry nosotros no iremos 😁😁😁😁
367,Urge la Revocación de Mandato
368,México es inseguro no vallan se arrepentiran
369,Que valor de los turistas
370,Iban a ir😂😂😂😂😂
371,pero los vuelos para bajar a cdmx en los dos están muy caros para bajar desde tijuana yo compre a morelia m salio la mitad q iva a pagar de 5000 a 2200
372,"ya están pensando cuánto va irse a los bolsillos de cada uno de ellos, mentira que va hacer para mejorar en todo el país. o ustedes que opinan. 👍"
373,sino nos pueden cuidar a nosotros menos los turistas
374,"Remodelando con 9 mil millones de pesos 😳💔🤯🤯cuanto me dura eso como tres vidas , presidenta regáleme un millón que le cuesta 🤞🏼🥹🫶😔🫂😅"
375,Jajaja y con esta inseguridad
376,#claudianoestassola
377,No creo la FIFA ya lo cánselo porque que tu gobierno está manchando de sangre Claudia 🩸🇲🇽🩸🇲🇽🩸🇲🇽🩸🇲🇽🩸🇲🇽🩸
378,uyyy los meros estados q goviernan los malillos cuidadooo cuidadooo.
379,pues y cuántos regresarán porque pues con tanta desaparición de gente ya no se sabe
380,"Lo siento mi distinguida presidenta, ya el mundial no se llevará a cabo en México, todo gracias a la inseguridad, me imagino que ya tiene una carpeta de investigación 😂"
381,cuánta lana tubo que soltar o acaso es otra cortina de humo para no Aser la marcha el 14 o 15 de noviembre 🇲🇽🤠
382,ahorita no estamos para esas cosas que se cancele
383,no que se cancelaba los de Mexico?
384,Y no le da vergüenza tanta inseguridad?
385,pero .no abra balazos ?? ose abrirá una investigación??
386,hablar de seguridad ❌️hablar de fútbol 💀✅️
387,Manifestación en los aeropuertos cuando sea el mundial. No estamos para festejar ni invertir en esos temas 😒
388,"🚨 ATENCIÓN, MÉXICO 🚨
Este 06 de diciembre | 9:00 AM arranca LA GRAN MARCHA a favor de Claudia Sheinbaum.
📍 Del Ángel de la Independencia al Zócalo.
🔥 Que todo el país se entere: la 4T está más viva que nunca. 🇲🇽
Copia, pega y comparte ‼️¿Vas a estar en la marcha o solo viendo los videos en TikTok?....."
389,y con ese recurso recabado aumentara la seguridad? para los mexicanos
390,se va a quedar con las ganas de ver eso
391,Y la mentira jajaja
392,"[Sticker] Creo que esos días le voy a pedir a mi jefa que no sea home office 😂, a ver a donde salgo"
393,que no es por eso sí no para no tener un impacto ambiental peorr
394,si we dame dinero pa quedarme todo ese tiempo en mi ksa y paga netflix pa entretenerme erra
395,deme $40000 a la semana mientras dure el mundial y tenemos trato
396,las soluciones del Bienestar.
397,jamaaaaaaaas
398,que nos paguen y así no salimos ni a tocar la luz del poco jajaajjajaja
399,"[Sticker] podré negar a mi ex, pero jamás le pediría que no salga de su casa"
400,que dijo que salgamos todos para que nos vean los turistas jajajajaa
401,no tengo pedos de hacer Home
404,JAJAJKAJA neta no es rage bait?🙃
408,"ok, ya entendí que busquemos el programa de los eventos en el mundial para asistir a todos."
413,Yahahahaahhaa😂
415,no lo creo q cuánto sinismo
416,"Dice la secretaria que regalar su boleto, traducción: “no quiero ser expuesta a una rechifla monumental” miedo le llaman"
417,"No queremos mundial, queremos seguridad, queremos revocacion de mandato"
418,Carlos Manzo
419,"Uy sí, se ve bien orgullosa 🙄. Para el mundial claro que hay remodelación, ahí sí todo es rapidísimo. Pero para los mexicanos que llevan AÑOS pidiendo mejoras, nada: baches, inseguridad, policías corruptos… y todavía lo presume como si fuera un logro enorme. 😒"
420,"Seria glorioso que la FIFA anunciará que no habrá mundial por la inseguridad, para ver qué dice la incompetente de Claudia y sus solovinos del bienestar 😂"
421,Si señora pero no es gracias a morena el mundial no es gracias a morenaaa
422,La barredora se está frotando las manos
423,"a cerrar estadios, aunque nos cueste que en México nunca haya mundiales."
424,así hubiera invertido en los hospitales 👀👀
425,Ponte a trabajar las calles de la Ciudad de México y bueno no se diga el Estado de México 🤨🙄están de la chingada
426,evento para hacer a los ricos más ricos y a los pobres más pobres
427,Ya se le olvidó lo de cambiar los Manzo
428,Pobre de ellos ojalá no los maten
429,No vengan hagan caso antes de que lo lamenten
430,hiban a venir 🤣😂😂🤣😂
431,Ojalá y no se haga de chidos
432,Cd Juarez ya no existe el turismo como antes que Ivan gringos de Texas New Mexico Denver pero no le inporta cd Juarez Chihuahua
433,Les dije!!! Ya se les olvidó el gobernador que renunciaron y todo 😂
434,Ya no habrá mundial por la inseguridad que hay en México
435,😂😂 el peor pais para ir de turistas no se arriesgen gente
436,[Sticker] Shiembaum diciéndole adiós a esos visitantes jajajaja
437,"Soy de Guadalajara y me da vergüenza de cómo está de sucia la ciudad, sobretodo en zonas como la americana y zona centro, quitaron los botes de basura 🚮 según porque ya no les pagaron la concesión. Alguien sabe algo de esto?"
439,Hmmm dinero y le brillan los ojos a la querida presidenta con A
440,Está horrible viajar en México el tráfico está horrible y la inseguridad
441,los que vayan cuidence mucho por la casa inseguridad 🥺
442,revocación de mandato
443,"buena idea ,mala explicación de ella"
446,ni mi ex me escondía tanto 😂
447,"Ya no se va hacer cambiaron de opinión No hay mal, que por bien no venga."
448,De por sí ya es un caos la CDMX 🙄
449,"Queremos seguridad y medicinas, al pueblo no le interesa."
450,cuántos secuestrados va haber...
451,ya Claudia con un México inseguro es mejor los que nos vienen a visitar que mi venga a México es duro la inseguridad
452,ni a palos
453,y la inseguridad
454,como cuidara a esos visitantes??? 🤔🤔🤔
455,"Ya esta listo Messi, hay que estar a prevenidos, pa cualquier cosa 😉"
456,no puedes con los mexicanos 💀
457,le faltó el aeropuerto de Toluca y el tren de Toluca a la CDMX y viceversa
458,Y la seguridad ? Dónde quedó?🤦‍♂️
459,God Bless Mexico 🇲🇽 🇲🇽🇲🇽🇲🇽🇲🇽🙏🙏🙏🙏
460,Y de que sirve si no pagarán Impuestos y nosotros seguimos pagando. Ojalá y no vengan y se cancelen los partidos de México
462,HOY SOLO SE HABLA DE FUDBOL
463,cosas que nunca dijo
464,Jajajaj que que dijoooo que saliéramos todo el dia va
465,To de por sí no salgo 😔
466,México
467,lo del home office esta bien para evitar el embotellamiento pero de igual forma porque prohibir salir solo para que los turistas no se incomoden?
468,pues uno de los atractivo turístico de mexico es la gente por que somos cotorros amables divertidos si no no van a tener la experiencia completa
469,que nos espera a todo allá? bueno
471,[Sticker] ajá 😂😞
474,Jajajajaj
476,Ok pero díganselo a mi jefecito porque me obliga a venir a la oficina
477,El punto medio lo entendí pero fue muy mal planteado xdd
478,que smosh en la plaza dice
479,hay que bendición trabajar desde tu casa bien cómodo
480,Que hagamos manifestaciones enfrente de los estadios a la hora de los partidos dice
481,CREO QUE QUIERE MANIFESTACIONES
482,[Sticker] Ok dice que vayamos a la capital a manifestarnos!!
483,[Sticker] que nos manifestamos? va
484,nunca voy para la cdmx pero como que se me antojo ir a hacer una protesta justo por esos días del mundial
485,Como verg quiere que don Chuy que trabaja en la obra haga home office?
486,"Que gusto me va a dar que en pleno mundial le cierren avenidas, que protesten, que vean que el país se está cayendo …"
487,"Detesto el futbol, y no me gusta salir, pero que les parece si esos días, nos organizamos y salimos todos
Solo por molestar"
488,que?que los turistas vivan lo que es el metro en hora pico?
489,Dice que todos salgamos a manifestarnos.
490,wuuaaaooo excelente 👌👌👌🤣
491,Si pero primero esta la seguridad
492,Es encerio! Es mas importante el mundial
